OrphaCode,Name,Linearization Class
167,Chédiak-Higashi syndrome,Rare immune disease
1221,Cheilitis glandularis,Rare skin disease
99647,Cheirospondyloenchondromatosis,Rare bone disease
184,Cherubism,Rare bone disease
324625,Chikungunya,Rare infectious disease
90280,Chilblain lupus,Rare skin disease
139,CHILD syndrome,Rare developmental defect during embryogenesis
64280,Childhood absence epilepsy,Rare neurologic disease
168782,Childhood disintegrative disorder,Rare neurologic disease
293955,Childhood encephalopathy due to thiamine pyrophosphokinase deficiency,Rare inborn errors of metabolism
363677,Childhood-onset autosomal recessive myopathy with external ophthalmoplegia,Rare neurologic disease
284324,Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia,Rare neurologic disease
497906,Childhood-onset basal ganglia degeneration syndrome,Rare neurologic disease
494541,Childhood-onset benign chorea with striatal involvement,Rare neurologic disease
247667,Childhood-onset hypophosphatasia,Rare bone disease
500180,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,Rare neurologic disease
171439,Childhood-onset nemaline myopathy,Rare neurologic disease
466921,Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome,Rare neurologic disease
641496,Childhood-onset schizophrenia,Rare neurologic disease
401866,Childhood-onset spasticity with hyperglycinemia,Rare inborn errors of metabolism
589824,Childhood-onset Steinert myotonic dystrophy,Rare neurologic disease
3474,CHIME syndrome,Rare developmental defect during embryogenesis
137914,Choanal atresia,Rare developmental defect during embryogenesis
137920,"Choanal atresia, bilateral",Rare developmental defect during embryogenesis
137917,"Choanal atresia, unilateral",Rare developmental defect during embryogenesis
589856,Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome,Rare developmental defect during embryogenesis
70567,Cholangiocarcinoma,Rare neoplastic disease
480501,Choledochal cyst,Rare hepatic disease
173,Cholera,Rare infectious disease
1414,Cholestasis-lymphedema syndrome,Rare developmental defect during embryogenesis
1415,Cholestasis-pigmentary retinopathy-cleft palate syndrome,Rare developmental defect during embryogenesis
79506,Cholesterol-ester transfer protein deficiency,Rare endocrine disease
75234,Cholesteryl ester storage disease,Rare inborn errors of metabolism
79346,"Chondrodysplasia punctata, tibial-metacarpal type",Rare bone disease
79347,"Chondrodysplasia punctata, Toriello type",Rare bone disease
280586,"Chondrodysplasia with joint dislocations, gPAPP type",Rare bone disease
1422,Chondrodysplasia-difference of sex development syndrome,Rare bone disease
319195,Chondroectodermal dysplasia with night blindness,Rare developmental defect during embryogenesis
404507,Chondromyxoid fibroma,Rare bone disease
55880,Chondrosarcoma,Rare neoplastic disease
251674,Chordoid glioma,Rare neoplastic disease
178,Chordoma,Rare neoplastic disease
2388,Choreoacanthocytosis,Rare neurologic disease
252015,Choriocarcinoma of the central nervous system,Rare neoplastic disease
251899,Choroid plexus carcinoma,Rare neoplastic disease
1433,Choroidal atrophy-alopecia syndrome,Rare developmental defect during embryogenesis
180,Choroideremia,Rare ophthalmic disorder
85278,Christianson syndrome,Rare developmental defect during embryogenesis
182,Chromomycosis,Rare infectious disease
319303,Chromophobe renal cell carcinoma,Rare neoplastic disease
330064,Chronic actinic dermatitis,Rare skin disease
435988,Chronic atrial and intestinal dysrhythmia syndrome,Rare gastroenterologic disease
133,Chronic beryllium disease,Rare respiratory disease
529808,Chronic bilirubin encephalopathy,Rare neurologic disease
103907,Chronic diarrhea due to glucoamylase deficiency,Rare gastroenterologic disease
1670,Chronic diarrhea with villous atrophy,Rare gastroenterologic disease
279891,Chronic endophthalmitis,Rare ophthalmic disorder
468641,Chronic enteropathy associated with SLCO2A1 gene,Rare gastroenterologic disease
168940,Chronic eosinophilic leukemia,Rare neoplastic disease
2566,Chronic Epstein-Barr virus infection syndrome,Rare infectious disease
99921,Chronic graft versus host disease,Rare immune disease
379,Chronic granulomatous disease,Rare immune disease
396,Chronic hiccup,Rare neurologic disease
314373,Chronic infantile diarrhea due to guanylate cyclase 2C overactivity,Rare gastroenterologic disease
2932,Chronic inflammatory demyelinating polyneuropathy,Rare neurologic disease
615970,Chronic intervillositis of unknown etiology,Rare gynecologic or obstetric disease
294422,Chronic intestinal failure,Rare gastroenterologic disease
2978,Chronic intestinal pseudoobstruction,Rare gastroenterologic disease
512017,Chronic lymphoproliferative disorder of natural killer cells,Rare neoplastic disease
566396,Chronic mast cell leukemia,Rare neoplastic disease
1334,Chronic mucocutaneous candidiasis,Rare immune disease
521,Chronic myeloid leukemia,Rare neoplastic disease
98823,Chronic myelomonocytic leukemia,Rare neoplastic disease
86830,"Chronic myeloproliferative disease, unclassifiable",Rare neoplastic disease
618891,Chronic neurovisceral acid sphingomyelinase deficiency,Rare inborn errors of metabolism
86829,Chronic neutrophilic leukemia,Rare neoplastic disease
324964,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,Rare systemic or rheumatologic disease
91359,Chronic pneumonitis of infancy,Rare respiratory disease
499085,Chronic relapsing inflammatory optic neuropathy,Rare ophthalmic disorder
217566,Chronic respiratory distress with surfactant metabolism deficiency,Rare respiratory disease
70591,Chronic thromboembolic pulmonary hypertension,Rare respiratory disease
77293,Chronic visceral acid sphingomyelinase deficiency,Rare inborn errors of metabolism
263463,CHST3-related skeletal dysplasia,Rare bone disease
314597,Chudley-McCullough syndrome,Rare developmental defect during embryogenesis
238557,Chuvash erythrocytosis,Rare hematologic disease
71,Chylomicron retention disease,Rare endocrine disease
1160,Chylous ascites,Rare abdominal surgical disease
435651,CIDEC-related familial partial lipodystrophy,Rare endocrine disease
1451,CINCA syndrome,Rare systemic or rheumatologic disease
69744,Circumscribed palmoplantar hypokeratosis,Rare skin disease
309854,Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome,Rare inborn errors of metabolism
57777,Cirrhotic cardiomyopathy,Rare cardiac disease
247525,Citrullinemia type I,Rare inborn errors of metabolism
247585,Citrullinemia type II,Rare inborn errors of metabolism
251383,CK syndrome,Rare developmental defect during embryogenesis
168984,CLAPO syndrome,Rare developmental defect during embryogenesis
600731,Clark-Baraitser syndrome,Rare developmental defect during embryogenesis
466026,Class I glucose-6-phosphate dehydrogenase deficiency,Rare hematologic disease
90794,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,Rare developmental defect during embryogenesis
315306,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form",Rare developmental defect during embryogenesis
315311,"Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form",Rare developmental defect during embryogenesis
325524,Classic congenital lipoid adrenal hyperplasia due to STAR deficency,Rare developmental defect during embryogenesis
617408,Classic eosinophilic pustular folliculitis,Rare skin disease
79239,Classic galactosemia,Rare inborn errors of metabolism
71277,Classic glucose transporter type 1 deficiency syndrome,Rare neurologic disease
58017,Classic hairy cell leukemia,Rare neoplastic disease
391,Classic Hodgkin lymphoma,Rare neoplastic disease
98846,"Classic Hodgkin lymphoma, lymphocyte-depleted type",Rare neoplastic disease
98845,"Classic Hodgkin lymphoma, lymphocyte-rich type",Rare neoplastic disease
98844,"Classic Hodgkin lymphoma, mixed cellularity type",Rare neoplastic disease
98843,"Classic Hodgkin lymphoma, nodular sclerosis type",Rare neoplastic disease
394,Classic homocystinuria,Rare inborn errors of metabolism
268145,Classic maple syrup urine disease,Rare inborn errors of metabolism
251867,Classic medulloblastoma,Rare neoplastic disease
324604,Classic multiminicore myopathy,Rare neurologic disease
2584,Classic mycosis fungoides,Rare neoplastic disease
329977,Classic neuroendocrine tumor of appendix,Rare neoplastic disease
216866,Classic pantothenate kinase-associated neurodegeneration,Rare neurologic disease
79254,Classic phenylketonuria,Rare inborn errors of metabolism
240071,Classic progressive supranuclear palsy syndrome,Rare neurologic disease
538863,Classic pyoderma gangrenosum,Rare skin disease
443192,Classic stiff person syndrome,Rare neurologic disease
645613,Classical dermatomyositis,Rare systemic or rheumatologic disease
287,Classical Ehlers-Danlos syndrome,Rare systemic or rheumatologic disease
230839,Classical-like Ehlers-Danlos syndrome type 1,Rare systemic or rheumatologic disease
536532,Classical-like Ehlers-Danlos syndrome type 2,Rare systemic or rheumatologic disease
485350,CLCN4-related X-linked intellectual disability syndrome,Rare neurologic disease
610573,CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome,Rare neurologic disease
398971,Clear cell adenocarcinoma of the ovary,Rare neoplastic disease
404511,Clear cell papillary renal cell carcinoma,Rare neoplastic disease
319276,Clear cell renal carcinoma,Rare neoplastic disease
457246,Clear cell sarcoma of kidney,Rare neoplastic disease
101023,Cleft hard palate,Rare developmental defect during embryogenesis
141291,Cleft lip and alveolus,Rare developmental defect during embryogenesis
508476,Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,Rare developmental defect during embryogenesis
199306,Cleft lip/palate,Rare developmental defect during embryogenesis
2003,Cleft lip/palate-deafness-sacral lipoma syndrome,Rare developmental defect during embryogenesis
3253,Cleft lip/palate-ectodermal dysplasia syndrome,Rare developmental defect during embryogenesis
2001,Cleft lip/palate-intestinal malrotation-cardiopathy syndrome,Rare developmental defect during embryogenesis
1995,Cleft lip-retinopathy syndrome,Rare developmental defect during embryogenesis
95465,Cleft mitral valve,Rare developmental defect during embryogenesis
2013,Cleft palate-large ears-small head syndrome,Rare developmental defect during embryogenesis
2016,Cleft palate-lateral synechia syndrome,Rare developmental defect during embryogenesis
2015,Cleft palate-short stature-vertebral anomalies syndrome,Rare developmental defect during embryogenesis
2010,Cleft palate-stapes fixation-oligodontia syndrome,Rare developmental defect during embryogenesis
99772,Cleft velum,Rare developmental defect during embryogenesis
1452,Cleidocranial dysplasia,Rare bone disease
1453,Cleidorhizomelic syndrome,Rare bone disease
98958,Climatic droplet keratopathy,Rare ophthalmic disorder
284448,CLIPPERS,Rare neurologic disease
228329,CLN1 disease,Rare neurologic disease
228337,CLN10 disease,Rare neurologic disease
314629,CLN11 disease,Rare neurologic disease
352709,CLN13 disease,Rare neurologic disease
228349,CLN2 disease,Rare neurologic disease
228346,CLN3 disease,Rare neurologic disease
228340,CLN4A disease,Rare neurologic disease
228343,CLN4B disease,Rare neurologic disease
228360,CLN5 disease,Rare neurologic disease
228363,CLN6 disease,Rare neurologic disease
228366,CLN7 disease,Rare neurologic disease
228354,CLN8 disease,Rare neurologic disease
228357,CLN9 disease,Rare neurologic disease
93929,Cloacal exstrophy,Rare developmental defect during embryogenesis
268366,Closed iniencephaly,Rare developmental defect during embryogenesis
100978,Cloverleaf skull-asphyxiating thoracic dysplasia syndrome,Rare developmental defect during embryogenesis
93267,Cloverleaf skull-multiple congenital anomalies syndrome,Rare developmental defect during embryogenesis
140944,CLOVES syndrome,Rare developmental defect during embryogenesis
163681,CNTNAP2-related developmental and epileptic encephalopathy,Rare neurologic disease
397725,COASY protein-associated neurodegeneration,Rare neurologic disease
190,Coats disease,Rare developmental defect during embryogenesis
313838,Coats plus syndrome,Rare neurologic disease
352682,Cobblestone lissencephaly without muscular or ocular involvement,Rare neurologic disease
1911,Cocaine embryofetopathy,Rare developmental defect during embryogenesis
90068,Cocaine intoxication,Rare disorder due to toxic effects
228123,Coccidioidomycosis,Rare infectious disease
502318,Cochlear nerve deficiency,Rare otorhinolaryngologic disease
3233,Cochleosaccular degeneration-cataract syndrome,Rare developmental defect during embryogenesis
502305,Cochleovestibular malformation,Rare otorhinolaryngologic disease
191,Cockayne syndrome,Rare developmental defect during embryogenesis
90321,Cockayne syndrome type 1,Rare developmental defect during embryogenesis
90322,Cockayne syndrome type 2,Rare developmental defect during embryogenesis
90324,Cockayne syndrome type 3,Rare developmental defect during embryogenesis
1458,CODAS syndrome,Rare developmental defect during embryogenesis
192,Coffin-Lowry syndrome,Rare developmental defect during embryogenesis
1465,Coffin-Siris syndrome,Rare developmental defect during embryogenesis
1466,COFS syndrome,Rare developmental defect during embryogenesis
263508,COG1-CDG,Rare inborn errors of metabolism
435934,COG2-CDG,Rare inborn errors of metabolism
263501,COG4-CDG,Rare inborn errors of metabolism
263487,COG5-CDG,Rare inborn errors of metabolism
464443,COG6-CGD,Rare inborn errors of metabolism
79333,COG7-CDG,Rare inborn errors of metabolism
95428,COG8-CDG,Rare inborn errors of metabolism
1467,Cogan syndrome,Rare systemic or rheumatologic disease
98980,Cogan-Reese syndrome,Rare ophthalmic disorder
444077,Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome,Rare developmental defect during embryogenesis
193,Cohen syndrome,Rare developmental defect during embryogenesis
36383,COL4A1-related familial vascular leukoencephalopathy,Rare neurologic disease
31824,Colchicine poisoning,Rare disorder due to toxic effects
56425,Cold agglutinin disease,Rare hematologic disease
157820,Cold-induced sweating syndrome,Rare neurologic disease
2050,Cole-Carpenter syndrome,Rare bone disease
84087,Collagen type III glomerulopathy,Rare renal disease
247203,Collecting duct carcinoma,Rare neoplastic disease
98942,Coloboma of choroid and retina,Rare developmental defect during embryogenesis
98943,Coloboma of eye lens,Rare developmental defect during embryogenesis
98946,Coloboma of eyelid,Rare developmental defect during embryogenesis
155889,Coloboma of inferior eyelid,Rare developmental defect during embryogenesis
98944,Coloboma of iris,Rare developmental defect during embryogenesis
98945,Coloboma of macula,Rare developmental defect during embryogenesis
1471,Coloboma of macula-brachydactyly type B syndrome,Rare developmental defect during embryogenesis
98947,Coloboma of optic disc,Rare developmental defect during embryogenesis
155884,Coloboma of superior eyelid,Rare developmental defect during embryogenesis
603494,Coloboma-osteopetrosis-microphthalmia-macrocephaly-albinism-deafness syndrome,Rare developmental defect during embryogenesis
468672,Colobomatous macrophthalmia-microcornea syndrome,Rare ophthalmic disorder
98938,Colobomatous microphthalmia,Rare developmental defect during embryogenesis
363741,Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome,Rare developmental defect during embryogenesis
424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,Rare bone disease
435930,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,Rare developmental defect during embryogenesis
1198,Colonic atresia,Rare developmental defect during embryogenesis
83595,Colorado tick fever,Rare infectious disease
35909,Combined deficiency of factor V and factor VIII,Rare hematologic disease
600691,Combined deficiency of factor VII and factor X,Rare hematologic disease
440727,Combined hamartoma of the retina and retinal pigment epithelium,Rare ophthalmic disorder
529852,Combined hepatocellular carcinoma and cholangiocarcinoma,Rare neoplastic disease
221078,Combined hyperactive dysfunction syndrome of the cranial nerves,Rare neurologic disease
542301,Combined immunodeficiency due to CARMIL2 deficiency,Rare immune disease
238505,Combined immunodeficiency due to CD27 deficiency,Rare immune disease
169082,Combined immunodeficiency due to CD3gamma deficiency,Rare immune disease
538958,Combined immunodeficiency due to CD70 deficiency,Rare immune disease
169090,Combined immunodeficiency due to CRAC channel dysfunction,Rare immune disease
217390,Combined immunodeficiency due to DOCK8 deficiency,Rare immune disease
647804,Combined immunodeficiency due to FCHO1 deficiency,Rare immune disease
505227,Combined immunodeficiency due to GINS1 deficiency,Rare immune disease
357329,Combined immunodeficiency due to IL21R deficiency,Rare immune disease
538963,Combined immunodeficiency due to ITK deficiency,Rare immune disease
445018,Combined immunodeficiency due to LRBA deficiency,Rare immune disease
397964,Combined immunodeficiency due to MALT1 deficiency,Rare immune disease
504530,Combined immunodeficiency due to Moesin deficiency,Rare immune disease
317428,Combined immunodeficiency due to ORAI1 deficiency,Rare immune disease
431149,Combined immunodeficiency due to OX40 deficiency,Rare immune disease
231154,Combined immunodeficiency due to partial RAG1 deficiency,Rare immune disease
596759,Combined immunodeficiency due to RELA haploinsufficiency,Rare immune disease
317430,Combined immunodeficiency due to STIM1 deficiency,Rare immune disease
314689,Combined immunodeficiency due to STK4 deficiency,Rare immune disease
476113,Combined immunodeficiency due to TFRC deficiency,Rare immune disease
911,Combined immunodeficiency due to ZAP70 deficiency,Rare immune disease
221139,Combined immunodeficiency with facio-oculo-skeletal anomalies,Rare developmental defect during embryogenesis
157949,Combined immunodeficiency with granulomatosis,Rare immune disease
436252,Combined immunodeficiency-enteropathy spectrum,Rare developmental defect during embryogenesis
289504,Combined malonic and methylmalonic acidemia,Rare inborn errors of metabolism
324535,Combined oxidative phosphorylation defect type 11,Rare inborn errors of metabolism
319514,Combined oxidative phosphorylation defect type 13,Rare inborn errors of metabolism
319519,Combined oxidative phosphorylation defect type 14,Rare inborn errors of metabolism
319524,Combined oxidative phosphorylation defect type 15,Rare inborn errors of metabolism
369913,Combined oxidative phosphorylation defect type 17,Rare inborn errors of metabolism
254920,Combined oxidative phosphorylation defect type 2,Rare inborn errors of metabolism
420728,Combined oxidative phosphorylation defect type 20,Rare inborn errors of metabolism
420733,Combined oxidative phosphorylation defect type 21,Rare inborn errors of metabolism
444013,Combined oxidative phosphorylation defect type 23,Rare inborn errors of metabolism
444458,Combined oxidative phosphorylation defect type 24,Rare inborn errors of metabolism
447954,Combined oxidative phosphorylation defect type 25,Rare inborn errors of metabolism
477684,Combined oxidative phosphorylation defect type 26,Rare inborn errors of metabolism
477774,Combined oxidative phosphorylation defect type 27,Rare inborn errors of metabolism
478029,Combined oxidative phosphorylation defect type 29,Rare inborn errors of metabolism
478042,Combined oxidative phosphorylation defect type 30,Rare inborn errors of metabolism
565624,Combined oxidative phosphorylation defect type 39,Rare neurologic disease
254925,Combined oxidative phosphorylation defect type 4,Rare inborn errors of metabolism
254930,Combined oxidative phosphorylation defect type 7,Rare inborn errors of metabolism
319504,Combined oxidative phosphorylation defect type 8,Rare inborn errors of metabolism
319509,Combined oxidative phosphorylation defect type 9,Rare inborn errors of metabolism
309111,Combined pancreatic lipase-colipase deficiency,Rare inborn errors of metabolism
95494,"Combined pituitary hormone deficiencies, genetic forms",Rare endocrine disease
300564,Combined pulmonary fibrosis-emphysema syndrome,Rare respiratory disease
141061,Commissural lip fistula,Rare developmental defect during embryogenesis
1572,Common variable immunodeficiency,Rare immune disease
280821,Communicating congenital bronchopulmonary-foregut malformation,Rare developmental defect during embryogenesis
280133,Complement component 3 deficiency,Rare immune disease
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,Rare gastroenterologic disease
99429,Complete androgen insensitivity syndrome,Rare developmental defect during embryogenesis
1329,Complete atrioventricular septal defect,Rare developmental defect during embryogenesis
99067,Complete atrioventricular septal defect with ventricular hypoplasia,Rare developmental defect during embryogenesis
576227,Complete atrioventricular septal defect without ventricular hypoplasia,Rare developmental defect during embryogenesis
99068,Complete atrioventricular septal defect-tetralogy of Fallot,Rare developmental defect during embryogenesis
98949,Complete cryptophthalmia,Rare developmental defect during embryogenesis
254688,Complete hydatidiform mole,Rare neoplastic disease
180126,Complete septate uterus,Rare developmental defect during embryogenesis
457378,Complex lethal osteochondrodysplasia,Rare bone disease
83452,Complex regional pain syndrome,Rare neurologic disease
99995,Complex regional pain syndrome type 1,Rare neurologic disease
99994,Complex regional pain syndrome type 2,Rare neurologic disease
306644,Complication after organ transplantation,Rare disorder potentially indicated for transplant or complication after transplantation
268316,Complication in hemodialysis,Rare renal disease
90053,Complications after hematopoietic stem cell transplantation,Rare disorder potentially indicated for transplant or complication after transplantation
458758,Composite hemangioendothelioma,Rare neoplastic disease
168966,Composite lymphoma,Rare neoplastic disease
3216,Conductive deafness-malformed external ear syndrome,Rare developmental defect during embryogenesis
3236,Conductive deafness-ptosis-skeletal anomalies syndrome,Rare developmental defect during embryogenesis
209932,Cone dystrophy with supernormal rod response,Rare ophthalmic disorder
1872,Cone rod dystrophy,Rare ophthalmic disorder
221142,Confetti-like macular atrophy,Rare skin disease
440233,Congenital abducens nerve palsy,Rare ophthalmic disorder
294979,Congenital absence of both forearm and hand,Rare developmental defect during embryogenesis
294981,Congenital absence of both lower leg and foot,Rare developmental defect during embryogenesis
294977,Congenital absence of thigh and lower leg with foot present,Rare developmental defect during embryogenesis
294975,Congenital absence of upper arm and forearm with hand present,Rare developmental defect during embryogenesis
973,"Congenital absence/hypoplasia of fingers excluding thumb, unilateral",Rare developmental defect during embryogenesis
324353,Congenital achiasma,Rare neurologic disease
90795,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,Rare developmental defect during embryogenesis
90793,Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency,Rare developmental defect during embryogenesis
90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,Rare developmental defect during embryogenesis
95699,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,Rare developmental defect during embryogenesis
495879,Congenital agenesis of the scrotum,Rare developmental defect during embryogenesis
79,Congenital alpha2-antiplasmin deficiency,Rare hematologic disease
210122,Congenital alveolar capillary dysplasia,Rare respiratory disease
3319,Congenital amegakaryocytic thrombocytopenia,Rare hematologic disease
488586,Congenital amyoplasia,Rare developmental defect during embryogenesis
86816,Congenital analbuminemia,Rare hematologic disease
95507,Congenital anomaly of hepatic vein,Rare developmental defect during embryogenesis
99055,Congenital anomaly of the tricuspid valve chordae,Rare developmental defect during embryogenesis
95448,Congenital aortic valve atresia,Rare developmental defect during embryogenesis
101043,Congenital aortic valve dysplasia,Rare developmental defect during embryogenesis
3093,Congenital aortic valve stenosis,Rare developmental defect during embryogenesis
2037,Congenital aortopulmonary window,Rare developmental defect during embryogenesis
617449,Congenital aphakia-iris hypoplasia-microphthalmia-microcornea syndrome,Rare ophthalmic disorder
1195,Congenital atransferrinemia,Rare hematologic disease
566192,Congenital autosomal recessive small-platelet thrombocytopenia,Rare hematologic disease
538101,Congenital axonal neuropathy with encephalopathy,Rare neurologic disease
48,Congenital bilateral absence of vas deferens,Rare developmental defect during embryogenesis
93177,Congenital bilateral megacalycosis,Rare developmental defect during embryogenesis
79301,Congenital bile acid synthesis defect type 1,Rare hepatic disease
79303,Congenital bile acid synthesis defect type 2,Rare hepatic disease
79302,Congenital bile acid synthesis defect type 3,Rare hepatic disease
79095,Congenital bile acid synthesis defect type 4,Rare hepatic disease
514352,Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome,Rare developmental defect during embryogenesis
71278,Congenital brain dysgenesis due to glutamine synthetase deficiency,Rare neurologic disease
289499,Congenital cataract microcornea with corneal opacity,Rare ophthalmic disorder
300313,Congenital cataract-hearing loss-severe developmental delay syndrome,Rare inborn errors of metabolism
1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,Rare inborn errors of metabolism
330054,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,Rare neurologic disease
521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,Rare hepatic disease
48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome,Rare developmental defect during embryogenesis
661,Congenital central hypoventilation syndrome,Rare neurologic disease
512260,Congenital cerebellar ataxia due to RNU12 mutation,Rare neurologic disease
831,Congenital cervical spinal stenosis,Rare neurologic disease
53689,Congenital chloride diarrhea,Rare gastroenterologic disease
329242,Congenital chronic diarrhea with protein-losing enteropathy,Rare gastroenterologic disease
264688,Congenital chylothorax,Rare respiratory disease
269505,Congenital communicating hydrocephalus,Rare developmental defect during embryogenesis
99129,Congenital complete agenesis of pericardium,Rare developmental defect during embryogenesis
115,Congenital contractural arachnodactyly,Rare developmental defect during embryogenesis
53691,Congenital cornea plana,Rare ophthalmic disorder
95491,Congenital coronary artery aneurysm,Rare developmental defect during embryogenesis
519384,Congenital cystic eye,Rare ophthalmic disorder
168612,Congenital deficiency in alpha-fetoprotein,Rare genetic disease
2140,Congenital diaphragmatic hernia,Rare developmental defect during embryogenesis
98869,Congenital dyserythropoietic anemia type I,Rare hematologic disease
98873,Congenital dyserythropoietic anemia type II,Rare hematologic disease
98870,Congenital dyserythropoietic anemia type III,Rare hematologic disease
293825,Congenital dyserythropoietic anemia type IV,Rare hematologic disease
91491,Congenital ectropion uveae,Rare developmental defect during embryogenesis
295227,"Congenital elbow dislocation, bilateral",Rare developmental defect during embryogenesis
295225,"Congenital elbow dislocation, unilateral",Rare developmental defect during embryogenesis
103910,Congenital enterocyte heparan sulfate deficiency,Rare gastroenterologic disease
168601,Congenital enteropathy due to enteropeptidase deficiency,Rare gastroenterologic disease
292,Congenital enterovirus infection,Rare infectious disease
70596,Congenital Epstein-Barr virus infection,Rare infectious disease
157826,Congenital epulis,Rare neoplastic disease
231573,Congenital erosive and vesicular dermatosis,Rare skin disease
79277,Congenital erythropoietic porphyria,Rare inborn errors of metabolism
91358,Congenital esophageal diverticulum,Rare developmental defect during embryogenesis
645749,Congenital esophageal stenosis,Rare developmental defect during embryogenesis
99176,Congenital eyelid retraction,Rare ophthalmic disorder
325,Congenital factor II deficiency,Rare hematologic disease
326,Congenital factor V deficiency,Rare hematologic disease
327,Congenital factor VII deficiency,Rare hematologic disease
328,Congenital factor X deficiency,Rare hematologic disease
329,Congenital factor XI deficiency,Rare hematologic disease
330,Congenital factor XII deficiency,Rare hematologic disease
331,Congenital factor XIII deficiency,Rare hematologic disease
2020,Congenital fiber-type disproportion myopathy,Rare neurologic disease
335,Congenital fibrinogen deficiency,Rare hematologic disease
45358,Congenital fibrosis of extraocular muscles,Rare ophthalmic disorder
476406,Congenital generalized hypercontractile muscle stiffness syndrome,Rare neurologic disease
1023,"Congenital generalized hypertrichosis, Ambras type",Rare skin disease
528,Congenital generalized lipodystrophy,Rare endocrine disease
295232,Congenital genu flexum,Rare developmental defect during embryogenesis
295229,Congenital genu recurvatum,Rare developmental defect during embryogenesis
99095,Congenital Gerbode defect,Rare developmental defect during embryogenesis
98976,Congenital glaucoma,Rare ophthalmic disorder
79299,Congenital glucokinase-related hyperinsulinism,Rare inborn errors of metabolism
60041,Congenital heart block,Rare cardiac disease
1355,Congenital heart defect-round face-developmental delay syndrome,Rare developmental defect during embryogenesis
98975,Congenital hereditary endothelial dystrophy type I,Rare ophthalmic disorder
293603,Congenital hereditary endothelial dystrophy type II,Rare ophthalmic disorder
306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,Rare maxillo-facial surgical disease
293,Congenital herpes simplex virus infection,Rare developmental defect during embryogenesis
483,Congenital high-molecular-weight kininogen deficiency,Rare hematologic disease
91413,Congenital Horner syndrome,Rare ophthalmic disorder
2185,Congenital hydrocephalus,Rare developmental defect during embryogenesis
263455,Congenital hyperinsulinism due to HNF4A deficiency,Rare inborn errors of metabolism
294988,Congenital hypoplasia of thumb,Rare developmental defect during embryogenesis
226313,Congenital hypothyroidism due to maternal intake of antithyroid drugs,Rare endocrine disease
95715,Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies,Rare endocrine disease
79394,Congenital ichthyosiform erythroderma,Rare skin disease
352333,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,Rare skin disease
2271,Congenital ichthyosis-microcephalus-tetraplegia syndrome,Rare skin disease
583097,Congenital infiltrating lipomatosis of the face,Rare developmental defect during embryogenesis
453510,Congenital insensitivity to pain with severe intellectual disability,Rare neurologic disease
88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,Rare neurologic disease
217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation,Rare neurologic disease
1229,Congenital intrauterine infection-like syndrome,Rare neurologic disease
332,Congenital intrinsic factor deficiency,Rare hematologic disease
199296,Congenital isolated ACTH deficiency,Rare endocrine disease
295034,Congenital knee dislocation,Rare developmental defect during embryogenesis
495875,Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,Rare developmental defect during embryogenesis
53690,Congenital lactase deficiency,Rare gastroenterologic disease
70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",Rare inborn errors of metabolism
141124,Congenital laryngeal cyst,Rare otorhinolaryngologic disease
137932,Congenital laryngeal palsy,Rare otorhinolaryngologic disease
2374,Congenital laryngeal web,Rare otorhinolaryngologic disease
2373,Congenital laryngomalacia,Rare otorhinolaryngologic disease
