GardID	Name	OrphaCode	Linearization Class	SNOMED concept ID	code
16558.0	X-linked progressive cerebellar ataxia	1175	Rare neurologic disease	827172005.0	
2600.0	Early-onset cerebellar ataxia with retained tendon reflexes	1177	Rare neurologic disease	230228004.0	
16559.0	Ataxia-tapetoretinal degeneration syndrome	1178	Rare neurologic disease	783203003.0	
4176.0	Benign paroxysmal tonic upgaze of childhood with ataxia	1179	Rare neurologic disease	763127004.0	
944.0	Ataxia-hypogonadism-choroidal dystrophy syndrome	1180	Rare developmental defect during embryogenesis	715984007.0	
16560.0	Spastic ataxia with congenital miosis	1182	Rare neurologic disease	763669001.0	
10009.0	Opsoclonus-myoclonus syndrome	1183	Rare neurologic disease	230350000.0	
2287.0	Ataxia-photosensitivity-short stature syndrome	1184	Rare developmental defect during embryogenesis	773769008.0	
4958.0	Spinocerebellar ataxia-dysmorphism syndrome	1185	Rare developmental defect during embryogenesis	733033001.0	
4062.0	Infantile-onset spinocerebellar ataxia	1186	Rare neurologic disease	724227000.0	
8756.0	Lethal ataxia with deafness and optic atrophy	1187	Rare developmental defect during embryogenesis	702441001.0	
4644.0	Ataxia-deafness-intellectual disability syndrome	1188	Rare developmental defect during embryogenesis	720517001.0	
9287.0	Atelosteogenesis type I	1190	Rare bone disease	725141006.0	
2279.0	Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome	1192	Rare circulatory system disease	720519003.0	
3537.0	Atkin-Flaitz syndrome	1193	Rare developmental defect during embryogenesis	718577005.0	
16561.0	TMEM70-related mitochondrial encephalo-cardio-myopathy	1194	Rare inborn errors of metabolism	718212006.0	
9595.0	Congenital atransferrinemia	1195	Rare hematologic disease	111571009.0	
1446.0	Colonic atresia	1198	Rare developmental defect during embryogenesis	37054000.0	
6381.0	Esophageal atresia	1199	Rare developmental defect during embryogenesis	26179002.0	
10041.0	Burn-McKeown syndrome	1200	Rare developmental defect during embryogenesis	720640005.0	
140.0	Small bowel atresia	1201	Rare developmental defect during embryogenesis	84296002.0	
3194.0	Larynx atresia	1202	Rare developmental defect during embryogenesis	64981002.0	
54.0	Duodenal atresia	1203	Rare developmental defect during embryogenesis	51118003.0	
3685.0	Mitral atresia	1205	Rare developmental defect during embryogenesis	23063005.0	
4588.0	Pulmonary atresia with ventricular septal defect	1207	Rare developmental defect during embryogenesis	253591008.0	
4600.0	Pulmonary atresia-intact ventricular septum syndrome	1208	Rare developmental defect during embryogenesis	253590009.0	
5274.0	Tricuspid atresia	1209	Rare developmental defect during embryogenesis	63042009.0	
7338.0	Progressive hemifacial atrophy	1214	Rare neurologic disease	718224004.0	
5243.0	Autosomal dominant optic atrophy plus syndrome	1215	Rare ophthalmic disorder	715374003.0	
1474.0	Autosomal dominant congenital benign spinal muscular atrophy	1216	Rare neurologic disease	763067000.0	
4942.0	Spinal atrophy-ophthalmoplegia-pyramidal syndrome	1217	Rare neurologic disease	771238004.0	
412.0	Cheilitis glandularis	1221	Rare skin disease	26374003.0	
809.0	Balantidiasis	1223	Rare infectious disease	57725006.0	A07.0
1602.0	Baller-Gerold syndrome	1225	Rare developmental defect during embryogenesis	77608001.0	
414.0	Bamforth-Lazarus syndrome	1226	Rare endocrine disease	722375007.0	
812.0	Bangstad syndrome	1227	Rare endocrine disease	237614004.0	
813.0	Banki syndrome	1228	Rare developmental defect during embryogenesis	733093004.0	
12426.0	Congenital intrauterine infection-like syndrome	1229	Rare neurologic disease	722390006.0	
819.0	Barber-Say syndrome	1231	Rare developmental defect during embryogenesis	408537003.0	
4436.0	Bartsocas-Papas syndrome	1234	Rare developmental defect during embryogenesis	722376008.0	
3482.0	Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome	1236	Rare developmental defect during embryogenesis	783005002.0	
846.0	Beemer-Ertbruggen syndrome	1237	Rare developmental defect during embryogenesis	717859007.0	
3519.0	Metaphyseal acroscyphodysplasia	1240	Rare bone disease	389162001.0	
2633.0	Bencze syndrome	1241	Rare developmental defect during embryogenesis	733046006.0	
182.0	Best vitelliform macular dystrophy	1243	Rare ophthalmic disorder	763387005.0	
971.0	Brachydactyly-nystagmus-cerebellar ataxia syndrome	1246	Rare developmental defect during embryogenesis	205828009.0	
9687.0	Schistosomiasis	1247	Rare infectious disease	10087007.0	
6992.0	Maxillonasal dysplasia	1248	Rare developmental defect during embryogenesis	715985008.0	
4238.0	Blepharonasofacial malformation syndrome	1252	Rare developmental defect during embryogenesis	717913006.0	
201.0	Ascher syndrome	1253	Rare developmental defect during embryogenesis	28599006.0	
912.0	Blepharoptosis-myopia-ectopia lentis syndrome	1259	Rare developmental defect during embryogenesis	717915004.0	
2113.0	Bonnemann-Meinecke-Reich syndrome	1261	Rare developmental defect during embryogenesis	733049004.0	
932.0	Böök syndrome	1262	Rare developmental defect during embryogenesis	722296002.0	
933.0	Boomerang dysplasia	1263	Rare bone disease	254054000.0	
938.0	Tricho-retino-dento-digital syndrome	1264	Rare developmental defect during embryogenesis	719910004.0	
943.0	Botulism	1267	Rare infectious disease	398565003.0	A05.1
5950.0	Bowen-Conradi syndrome	1270	Rare developmental defect during embryogenesis	711153001.0	
958.0	Aymé-Gripp syndrome	1272	Rare developmental defect during embryogenesis	720955004.0	
966.0	Brachydactyly-elbow wrist dysplasia syndrome	1275	Rare developmental defect during embryogenesis	764437006.0	
967.0	Brachydactyly-arterial hypertension syndrome	1276	Rare developmental defect during embryogenesis	720568003.0	
5036.0	Brachydactyly-mesomelia-intellectual disability-heart defects syndrome	1277	Rare developmental defect during embryogenesis	765761009.0	
972.0	Brachydactyly-preaxial hallux varus syndrome	1278	Rare developmental defect during embryogenesis	732957009.0	
918.0	Brachymorphism-onychodysplasia-dysphalangism syndrome	1292	Rare developmental defect during embryogenesis	720573009.0	
16562.0	Brachytelephalangy-dysmorphism-Kallmann syndrome	1295	Rare developmental defect during embryogenesis	720574003.0	
3169.0	Lambert syndrome	1296	Rare developmental defect during embryogenesis	732961003.0	
3212.0	Branchio-oculo-facial syndrome	1297	Rare developmental defect during embryogenesis	449821007.0	
955.0	Branchioskeletogenital syndrome	1299	Rare developmental defect during embryogenesis	719097002.0	
3242.0	Autosomal dominant popliteal pterygium syndrome	1300	Rare developmental defect during embryogenesis	718222000.0	
1620.0	Cryptogenic organizing pneumonia	1302	Rare respiratory disease	719218000.0	
5961.0	Bronchiolitis obliterans with obstructive pulmonary disease	1303	Rare respiratory disease	40100001.0	
5966.0	Brucellosis	1304	Rare infectious disease	75702008.0	
8407.0	Feingold syndrome	1305	Rare developmental defect during embryogenesis	702431004.0	
3252.0	Distal limb deficiencies-micrognathia syndrome	1307	Rare developmental defect during embryogenesis	722429003.0	
5978.0	C syndrome	1308	Rare developmental defect during embryogenesis	715409005.0	
232.0	Medullary sponge kidney	1309	Rare developmental defect during embryogenesis	236443009.0	
1051.0	Caffey disease	1310	Rare bone disease	24752008.0	
1313.0	Infantile choroidocerebral calcification syndrome	1313	Rare neurologic disease	724228005.0	
5070.0	Symmetrical thalamic calcifications	1314	Rare neurologic disease	719164000.0	
1061.0	Campomelia, Cumming type	1318	Rare bone disease	720599002.0	
1062.0	Camptobrachydactyly	1319	Rare developmental defect during embryogenesis	733045005.0	
1063.0	Idiopathic camptocormia	1320	Rare neurologic disease	13534001.0	
1064.0	Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome	1321	Rare developmental defect during embryogenesis	720600004.0	
216.0	Camptodactyly-joint contractures-facial skeletal defects syndrome	1323	Rare developmental defect during embryogenesis	715986009.0	
1069.0	Camptodactyly-taurinuria syndrome	1325	Rare developmental defect during embryogenesis	733466005.0	
1068.0	Camptodactyly syndrome, Guadalajara type 2	1326	Rare developmental defect during embryogenesis	720603002.0	
1067.0	Camptodactyly syndrome, Guadalajara type 1	1327	Rare developmental defect during embryogenesis	720602007.0	
1072.0	Camurati-Engelmann disease	1328	Rare bone disease	34643004.0	Q78.3
1454.0	Complete atrioventricular septal defect	1329	Rare developmental defect during embryogenesis	360481003.0	
4229.0	Partial atrioventricular septal defect	1330	Rare developmental defect during embryogenesis	718216009.0	
4520.0	Familial prostate cancer	1331	Rare neoplastic disease	715412008.0	
7004.0	Medullary thyroid carcinoma	1332	Rare neoplastic disease	255032005.0	
4206.0	Familial pancreatic carcinoma	1333	Rare neoplastic disease	715414009.0	
1077.0	Chronic mucocutaneous candidiasis	1334	Rare immune disease	234568006.0	
7359.0	Pentalogy of Cantrell	1335	Rare developmental defect during embryogenesis	281587000.0	
16563.0	Hyperkeratosis-hyperpigmentation syndrome	1336	Rare skin disease	403790004.0	
4166.0	Heart defect-tongue hamartoma-polysyndactyly syndrome	1338	Rare developmental defect during embryogenesis	783738002.0	
9146.0	Cardiofaciocutaneous syndrome	1340	Rare developmental defect during embryogenesis	403770008.0	
2614.0	Heart-hand syndrome type 3	1342	Rare developmental defect during embryogenesis	721013001.0	
16564.0	Atrial standstill	1344	Rare cardiac disease	450919004.0	
1102.0	Cardiomyopathy-cataract-hip spine disease syndrome	1345	Rare systemic or rheumatologic disease	720609003.0	
18719.0	Mitochondrial DNA-related cardiomyopathy and hearing loss	1349	Rare cardiac disease	724173009.0	
9847.0	Heart-hand syndrome type 2	1350	Rare developmental defect during embryogenesis	721010003.0	
2742.0	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome	1352	Rare developmental defect during embryogenesis	763066009.0	
2613.0	Heart defects-limb shortening syndrome	1354	Rare developmental defect during embryogenesis	721009008.0	
4905.0	Congenital heart defect-round face-developmental delay syndrome	1355	Rare developmental defect during embryogenesis	715987000.0	
3889.0	Carey-Fineman-Ziter syndrome	1358	Rare developmental defect during embryogenesis	429753001.0	
1119.0	Carney complex	1359	Rare endocrine disease	733491005.0	
6001.0	Carnosinase deficiency	1361	Rare inborn errors of metabolism	360943000.0	
1139.0	Autosomal recessive palmoplantar keratoderma and congenital alopecia	1366	Rare developmental defect during embryogenesis	719104003.0	
1141.0	Cataract-ataxia-deafness syndrome	1368	Rare developmental defect during embryogenesis	719102004.0	
1142.0	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	1369	Rare inborn errors of metabolism	717812000.0	
5554.0	Cataract-aberrant oral frenula-growth delay syndrome	1373	Rare developmental defect during embryogenesis	715988005.0	
1052.0	Cataract-hypertrichosis-intellectual disability syndrome	1375	Rare developmental defect during embryogenesis	722379001.0	
1155.0	Cataract-microcornea syndrome	1377	Rare developmental defect during embryogenesis	722382006.0	
1614.0	Cataract-nephropathy-encephalopathy syndrome	1380	Rare developmental defect during embryogenesis	722381004.0	
192.0	Cataract-intellectual disability-anal atresia-urinary defects syndrome	1381	Rare developmental defect during embryogenesis	715989002.0	
248.0	Cataract-deafness-hypogonadism syndrome	1383	Rare developmental defect during embryogenesis	722378009.0	
3406.0	Cataract-intellectual disability-hypogonadism syndrome	1387	Rare developmental defect during embryogenesis	722380003.0	
28.0	Catel-Manzke syndrome	1388	Rare developmental defect during embryogenesis	722383001.0	
1548.0	Cortical blindness-intellectual disability-polydactyly syndrome	1389	Rare developmental defect during embryogenesis	732251003.0	
3994.0	Night blindness-skeletal anomalies-dysmorphism syndrome	1390	Rare developmental defect during embryogenesis	1237228009.0	
6026.0	Cerebrocostomandibular syndrome	1393	Rare developmental defect during embryogenesis	51780007.0	
1210.0	Cerebrofaciothoracic dysplasia	1394	Rare developmental defect during embryogenesis	720635002.0	
1200.0	Hydrocephaly-cerebellar agenesis syndrome	1397	Rare developmental defect during embryogenesis	715990006.0	
18720.0	Isolated cerebellar agenesis	1398	Rare developmental defect during embryogenesis	253172000.0	
8423.0	Richards-Rundle syndrome	1399	Rare developmental defect during embryogenesis	715415005.0	
1233.0	CHAND syndrome	1401	Rare developmental defect during embryogenesis	239037001.0	
1261.0	Charlie M syndrome	1406	Rare developmental defect during embryogenesis	733034007.0	
5404.0	Uncombable hair syndrome	1410	Rare skin disease	254230001.0	
9225.0	Tarsal-carpal coalition syndrome	1412	Rare developmental defect during embryogenesis	702312009.0	
370.0	Cholestasis-lymphedema syndrome	1414	Rare developmental defect during embryogenesis	28724005.0	
9280.0	Cholestasis-pigmentary retinopathy-cleft palate syndrome	1415	Rare developmental defect during embryogenesis	720636001.0	
1292.0	Familial calcium pyrophosphate deposition	1416	Rare systemic or rheumatologic disease	1162808000.0	M11.1
16565.0	Chondrodysplasia-difference of sex development syndrome	1422	Rare bone disease	720851007.0	
3399.0	Lethal recessive chondrodysplasia	1423	Rare bone disease	719404009.0	
1818.0	Desbuquois syndrome	1425	Rare bone disease	254099008.0	
8754.0	Greenberg dysplasia	1426	Rare bone disease	389261002.0	
4130.0	Otospondylomegaepiphyseal dysplasia	1427	Rare bone disease	254060000.0	
1305.0	Benign hereditary chorea	1429	Rare neurologic disease	230306001.0	
3704.0	Choroidal atrophy-alopecia syndrome	1433	Rare developmental defect during embryogenesis	720850008.0	
369.0	Xq21 microdeletion syndrome	1435	Rare developmental defect during embryogenesis	717761005.0	
3520.0	X-linked skeletal dysplasia-intellectual disability syndrome	1436	Rare bone disease	722478008.0	
1320.0	Ring chromosome 1 syndrome	1437	Rare developmental defect during embryogenesis	47017007.0	
1322.0	Ring chromosome 10 syndrome	1438	Rare developmental defect during embryogenesis	86997002.0	
1325.0	Ring chromosome 12 syndrome	1439	Rare developmental defect during embryogenesis	770595006.0	
6072.0	Ring chromosome 14 syndrome	1440	Rare developmental defect during embryogenesis	702345009.0	
4724.0	Ring chromosome 17 syndrome	1441	Rare developmental defect during embryogenesis	778043005.0	
6077.0	Ring chromosome 18 syndrome	1442	Rare developmental defect during embryogenesis	88154004.0	
1333.0	Ring chromosome 19 syndrome	1443	Rare developmental defect during embryogenesis	765484001.0	
1334.0	Ring chromosome 20 syndrome	1444	Rare developmental defect during embryogenesis	23686004.0	
6083.0	Ring chromosome 21 syndrome	1445	Rare developmental defect during embryogenesis	31325007.0	
1336.0	Ring chromosome 22 syndrome	1446	Rare developmental defect during embryogenesis	13555004.0	
1339.0	Ring chromosome 4 syndrome	1447	Rare developmental defect during embryogenesis	81678004.0	
6095.0	Ring chromosome 6 syndrome	1448	Rare developmental defect during embryogenesis	765488003.0	
1345.0	Ring chromosome 7 syndrome	1449	Rare developmental defect during embryogenesis	765489006.0	
1347.0	Ring chromosome 8 syndrome	1450	Rare developmental defect during embryogenesis	715983001.0	
1356.0	CINCA syndrome	1451	Rare systemic or rheumatologic disease	239826001.0	
6118.0	Cleidocranial dysplasia	1452	Rare bone disease	65976001.0	
5532.0	Cleidorhizomelic syndrome	1453	Rare bone disease	719471002.0	
1410.0	Joubert syndrome with hepatic defect	1454	Rare developmental defect during embryogenesis	721847002.0	
18723.0	Atypical coarctation of aorta	1456	Rare developmental defect during embryogenesis	253679008.0	
5828.0	Aorta coarctation	1457	Rare developmental defect during embryogenesis	7305005.0	
1418.0	CODAS syndrome	1458	Rare developmental defect during embryogenesis	717772000.0	
2166.0	Celiac disease-epilepsy-cerebral calcification syndrome	1459	Rare gastroenterologic disease	722386009.0	
8295.0	Isolated complex III deficiency	1460	Rare inborn errors of metabolism	709414007.0	
18724.0	Criss-cross heart	1461	Rare developmental defect during embryogenesis	253269002.0	
18725.0	Univentricular heart	1464	Rare developmental defect during embryogenesis	45503006.0	
6124.0	Coffin-Siris syndrome	1465	Rare developmental defect during embryogenesis	10007009.0	
6027.0	COFS syndrome	1466	Rare developmental defect during embryogenesis	41283003.0	
1421.0	Cogan syndrome	1467	Rare systemic or rheumatologic disease	405810005.0	
1437.0	Coloboma of macula-brachydactyly type B syndrome	1471	Rare developmental defect during embryogenesis	717785002.0	
1440.0	Uveal coloboma-cleft lip and palate-intellectual disability	1473	Rare developmental defect during embryogenesis	719042007.0	
4106.0	Renal coloboma syndrome	1475	Rare developmental defect during embryogenesis	446449009.0	
15018.0	Interatrial communication	1478	Rare developmental defect during embryogenesis	405752007.0	Q21.1
16566.0	Atrial septal defect-atrioventricular conduction defects syndrome	1479	Rare developmental defect during embryogenesis	725145002.0	
2546.0	Gonococcal conjunctivitis	1482	Rare ophthalmic disorder	231858009.0	A54.3+
2546.0	Gonococcal conjunctivitis	1482	Rare ophthalmic disorder	231858009.0	H13.1*
1515.0	Contractures-ectodermal dysplasia-cleft lip/palate syndrome	1484	Rare developmental defect during embryogenesis	720746006.0	
3053.0	Arthrogryposis-hyperkeratosis syndrome, lethal form	1485	Rare developmental defect during embryogenesis	726620005.0	
3227.0	Lethal congenital contracture syndrome type 1	1486	Rare developmental defect during embryogenesis	715418007.0	
4083.0	Cooks syndrome	1487	Rare developmental defect during embryogenesis	720747002.0	
16567.0	Cooper-Jabs syndrome	1488	Rare developmental defect during embryogenesis	720748007.0	
8692.0	Whooping cough	1489	Rare infectious disease	27836007.0	
1529.0	Corneal dystrophy-perceptive deafness syndrome	1490	Rare developmental defect during embryogenesis	720749004.0	
448.0	Vici syndrome	1493	Rare developmental defect during embryogenesis	719824001.0	
12487.0	Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome	1495	Rare developmental defect during embryogenesis	722455002.0	
1537.0	Corpus callosum agenesis-neuronopathy syndrome	1496	Rare neurologic disease	702439002.0	
558.0	Adrenocortical carcinoma	1501	Rare neoplastic disease	1268459000.0	
18727.0	Thin ribs-tubular bones-dysmorphism syndrome	1506	Rare bone disease	783004003.0	
1558.0	Coxoauricular syndrome	1508	Rare bone disease	732248005.0	
3030.0	Coxopodopatellar syndrome	1509	Rare developmental defect during embryogenesis	720752007.0	
8428.0	Crane-Heise syndrome	1512	Rare developmental defect during embryogenesis	715991005.0	
1567.0	Craniodiaphyseal dysplasia	1513	Rare bone disease	205506004.0	
4776.0	Craniodigital-intellectual disability syndrome	1514	Rare developmental defect during embryogenesis	763665007.0	
359.0	Cranioectodermal dysplasia	1515	Rare developmental defect during embryogenesis	254093009.0	
1575.0	Non-syndromic bilambdoid and sagittal craniosynostosis	1516	Rare developmental defect during embryogenesis	720755009.0	
8585.0	Cantú syndrome	1517	Rare developmental defect during embryogenesis	239087008.0	
957.0	SPECC1L-related hypertelorism syndrome	1519	Rare developmental defect during embryogenesis	724284005.0	
1578.0	Craniofrontonasal dysplasia	1520	Rare developmental defect during embryogenesis	715421009.0	
428.0	Craniofrontonasal dysplasia-Poland anomaly syndrome	1521	Rare developmental defect during embryogenesis	720757001.0	
15013.0	Craniometaphyseal dysplasia	1522	Rare bone disease	36601008.0	
1583.0	Craniomicromelic syndrome	1524	Rare developmental defect during embryogenesis	725098001.0	
1564.0	Cranio-osteoarthropathy	1525	Rare bone disease	720753002.0	
1601.0	Craniosynostosis, Philadelphia type	1527	Rare developmental defect during embryogenesis	720818003.0	
1605.0	Craniotelencephalic dysplasia	1528	Rare developmental defect during embryogenesis	715422002.0	
1571.0	Craniofacial-deafness-hand syndrome	1529	Rare developmental defect during embryogenesis	702362004.0	
229.0	Gómez-López-Hernández syndrome	1532	Rare developmental defect during embryogenesis	722451006.0	
998.0	Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	1538	Rare developmental defect during embryogenesis	720813007.0	
6796.0	Jackson-Weiss syndrome	1540	Rare developmental defect during embryogenesis	709105005.0	
5538.0	Craniosynostosis, Boston type	1541	Rare developmental defect during embryogenesis	720817008.0	
18728.0	Benign focal seizures of adolescence	1544	Rare neurologic disease	715425000.0	
1611.0	Crisponi syndrome	1545	Rare neurologic disease	725097006.0	
6218.0	Cryptococcosis	1546	Rare infectious disease	42386007.0	
8174.0	Cryptomicrotia-brachydactyly-excess fingertip arch syndrome	1547	Rare developmental defect during embryogenesis	725096002.0	
860.0	Cryptorchidism-arachnodactyly-intellectual disability syndrome	1548	Rare developmental defect during embryogenesis	764950001.0	
1522.0	Familial benign copper deficiency	1551	Rare inborn errors of metabolism	763531001.0	
1626.0	Currarino syndrome	1552	Rare developmental defect during embryogenesis	413936007.0	
5584.0	Curry-Jones syndrome	1553	Rare developmental defect during embryogenesis	720819006.0	
332.0	Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome	1555	Rare developmental defect during embryogenesis	703528008.0	
6228.0	Cutis marmorata telangiectatica congenita	1556	Rare developmental defect during embryogenesis	254778000.0	
8194.0	Cysticercosis	1560	Rare infectious disease	59051007.0	
16569.0	Fatal infantile cytochrome C oxidase deficiency	1561	Rare inborn errors of metabolism	718124006.0	
351.0	Dacryocystitis-osteopoikilosis syndrome	1562	Rare bone disease	721082002.0	
237.0	Dahlberg-Borer-Newcomer syndrome	1563	Rare developmental defect during embryogenesis	721083007.0	
1669.0	Dandy-Walker malformation-postaxial polydactyly syndrome	1566	Rare developmental defect during embryogenesis	733094005.0	
8520.0	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome	1568	Rare developmental defect during embryogenesis	719139003.0	
1680.0	Symbrachydactyly of hands and feet	1570	Rare developmental defect during embryogenesis	41878001.0	
380.0	Knobloch syndrome	1571	Rare developmental defect during embryogenesis	703542000.0	
6140.0	Common variable immunodeficiency	1572	Rare immune disease	191010004.0	
3066.0	Hypotrichosis with juvenile macular degeneration	1573	Rare ophthalmic disorder	723364003.0	
395.0	Retinal degeneration-nanophthalmos-glaucoma syndrome	1574	Rare ophthalmic disorder	723503006.0	
1323.0	Distal deletion 10p	1580	Rare developmental defect during embryogenesis	719686003.0	
18729.0	Non-distal deletion 10q	1581	Rare developmental defect during embryogenesis	770665005.0	
16570.0	Monosomy 13q14	1587	Rare developmental defect during embryogenesis	770566002.0	
16571.0	Distal deletion 13q	1590	Rare developmental defect during embryogenesis	763527007.0	
16572.0	Distal deletion 15q	1596	Rare developmental defect during embryogenesis	766050000.0	
10972.0	Distal deletion 17q	1597	Rare developmental defect during embryogenesis	732259001.0	
8631.0	Monosomy 18p	1598	Rare developmental defect during embryogenesis	56653005.0	
10865.0	Monosomy 18q	1600	Rare developmental defect during embryogenesis	270889005.0	
6082.0	1p36 deletion syndrome	1606	Rare developmental defect during embryogenesis	699306003.0	
3746.0	2q24 microdeletion syndrome	1617	Rare developmental defect during embryogenesis	719658006.0	
3750.0	Distal deletion 3p	1620	Rare developmental defect during embryogenesis	763528002.0	
16573.0	3q13 microdeletion syndrome	1621	Rare developmental defect during embryogenesis	726705007.0	
18730.0	Deletion 5q35	1627	Rare developmental defect during embryogenesis	721158009.0	
18731.0	Distal monosomy 7q36	1636	Rare developmental defect during embryogenesis	763529005.0	
18732.0	Distal deletion 9p	1642	Rare developmental defect during embryogenesis	763530000.0	
18733.0	Xp22.3 microdeletion syndrome	1643	Rare developmental defect during embryogenesis	726733007.0	
16574.0	Partial chromosome Y deletion	1646	Rare infertility	717158001.0	
106.0	Oculocerebrocutaneous syndrome	1647	Rare developmental defect during embryogenesis	403554008.0	
13105.0	Dent disease	1652	Rare renal disease	444645005.0	
16575.0	Dentin dysplasia	1653	Rare odontologic disease	109492001.0	
5430.0	Müllerian derivatives-lymphangiectasia-polydactyly syndrome	1655	Rare developmental defect during embryogenesis	721970009.0	
1917.0	Dermatitis herpetiformis	1656	Rare skin disease	111196000.0	L13.0
1814.0	Dermatoosteolysis, Kirghizian type	1657	Rare developmental defect during embryogenesis	721090002.0	
2336.0	Absence of fingerprints-congenital milia syndrome	1658	Rare skin disease	719595002.0	
1813.0	Dermatoleukodystrophy	1659	Rare neurologic disease	733044009.0	
1816.0	Dermoodontodysplasia	1660	Rare developmental defect during embryogenesis	721091003.0	
2580.0	X-linked corneal dermoid	1661	Rare ophthalmic disorder	715426004.0	
1516.0	Restrictive dermopathy	1662	Rare developmental defect during embryogenesis	400128006.0	
18734.0	Sporadic fetal brain disruption sequence	1665	Rare developmental defect during embryogenesis	763717004.0	
1827.0	Dextrocardia	1666	Rare developmental defect during embryogenesis	1163259003.0	
5589.0	Wolcott-Rallison syndrome	1667	Rare bone disease	254066006.0	
16576.0	Chronic diarrhea with villous atrophy	1670	Rare gastroenterologic disease	734019006.0	
1851.0	Split cord malformation type I	1671	Rare developmental defect during embryogenesis	1162826002.0	Q06.2
6276.0	Diencephalic syndrome	1672	Rare endocrine disease	237733001.0	
19.0	Dihydropyrimidine dehydrogenase deficiency	1675	Rare inborn errors of metabolism	77365006.0	
6757.0	Idiopathic pulmonary artery dilatation	1676	Rare developmental defect during embryogenesis	93059006.0	
18735.0	Familial idiopathic dilatation of the right atrium	1677	Rare developmental defect during embryogenesis	716773002.0	
1876.0	Diprosopus	1681	Rare developmental defect during embryogenesis	62192003.0	
16577.0	Arterial dissection-lentiginosis syndrome	1682	Rare circulatory system disease	720512007.0	
1891.0	Distomatosis	1685	Rare infectious disease	26089000.0	
1094.0	Cardiac diverticulum	1686	Rare developmental defect during embryogenesis	718181001.0	
18736.0	Mosaic trisomy 1	1692	Rare developmental defect during embryogenesis	829974003.0	
18737.0	Non-distal duplication 10q	1695	Rare developmental defect during embryogenesis	770666006.0	
5304.0	Mosaic trisomy 12	1698	Rare developmental defect during embryogenesis	764463001.0	
5305.0	Trisomy 12p	1699	Rare developmental defect during embryogenesis	14091009.0	
18738.0	Non-distal duplication 13q	1702	Rare developmental defect during embryogenesis	764996009.0	
1327.0	Mosaic trisomy 14	1703	Rare developmental defect during embryogenesis	764466009.0	
18739.0	Distal duplication 14q	1705	Rare developmental defect during embryogenesis	20348002.0	
5313.0	Mosaic trisomy 15	1706	Rare developmental defect during embryogenesis	764619001.0	
18741.0	Mosaic trisomy 16	1708	Rare developmental defect during embryogenesis	764621006.0	
5317.0	Mosaic trisomy 17	1711	Rare developmental defect during embryogenesis	764622004.0	
10145.0	17p11.2 microduplication syndrome	1713	Rare developmental defect during embryogenesis	734016004.0	
5323.0	Trisomy 18p	1715	Rare developmental defect during embryogenesis	4199009.0	
18742.0	Distal duplication 18q	1716	Rare developmental defect during embryogenesis	782676009.0	
18743.0	Distal duplication 19q	1717	Rare developmental defect during embryogenesis	766052008.0	
5331.0	Mosaic trisomy 2	1723	Rare developmental defect during embryogenesis	764623009.0	
18744.0	Mosaic trisomy 20	1724	Rare developmental defect during embryogenesis	764624003.0	
10557.0	22q11.2 duplication syndrome	1727	Rare developmental defect during embryogenesis	699311001.0	
6091.0	Trisomy 4p	1738	Rare developmental defect during embryogenesis	49024004.0	
6093.0	Trisomy 5p	1742	Rare developmental defect during embryogenesis	74008005.0	
18745.0	Distal duplication 6p	1745	Rare developmental defect during embryogenesis	722430008.0	
5354.0	Mosaic trisomy 7	1747	Rare developmental defect during embryogenesis	764630003.0	
5362.0	Trisomy 8q	1752	Rare developmental defect during embryogenesis	111309008.0	
1164.0	Caudal duplication	1756	Rare developmental defect during embryogenesis	71464000.0	
18746.0	Fibular dimelia-diplopodia syndrome	1757	Rare developmental defect during embryogenesis	720953006.0	
5181.0	Thoraco-abdominal enteric duplication	1759	Rare developmental defect during embryogenesis	733628001.0	
9781.0	Proximal Xq28 duplication syndrome	1762	Rare developmental defect during embryogenesis	702816000.0	
7581.0	Familial dysautonomia	1764	Rare neurologic disease	29159009.0	G90.1
1994.0	Dyschondrosteosis-nephritis syndrome	1765	Rare bone disease	722433005.0	
1998.0	Dysequilibrium syndrome	1766	Rare neurologic disease	230782004.0	
215.0	Familial caudal dysgenesis	1768	Rare developmental defect during embryogenesis	722493007.0	
2541.0	XY type gonadal dysgenesis-associated anomalies syndrome	1770	Rare developmental defect during embryogenesis	733605002.0	
18747.0	45,X/46,XY mixed gonadal dysgenesis	1772	Rare developmental defect during embryogenesis	83579008.0	
10905.0	Dyskeratosis congenita	1775	Rare immune disease	74911008.0	
5688.0	Temtamy syndrome	1777	Rare developmental defect during embryogenesis	719947004.0	
4778.0	Facial dysmorphism-shawl scrotum-joint laxity syndrome	1778	Rare developmental defect during embryogenesis	716337006.0	
2009.0	Dysmorphism-cleft palate-loose skin syndrome	1779	Rare developmental defect during embryogenesis	763278004.0	
