Code	Name	HPO
717749002	Bilateral multicystic renal dysplasia	[0, [], null, []]
16638321000119100	Bilateral neuralgia of pudendal nerves	[0, [], null, []]
16005311000119104	Bilateral neuralgic amyotrophy	[0, [], null, []]
16206181000119108	Bilateral neurogenic thoracic outlet syndrome of brachial plexus	[0, [], null, []]
15992711000119104	Bilateral neuroretinitis of eyes	[0, [], null, []]
432521000124106	Bilateral optic neuritis	[0, [], null, []]
344891000119109	Bilateral optic papillitis	[0, [], null, []]
15717401000119103	Bilateral osteochondritis dissecans of ankles	[0, [], null, []]
15717441000119101	Bilateral osteochondritis dissecans of elbows	[0, [], null, []]
15717361000119107	Bilateral osteochondritis dissecans of feet	[0, [], null, []]
15717521000119106	Bilateral osteochondritis dissecans of knees	[0, [], null, []]
890288008	Bilateral parasagittal parieto-occipital polymicrogyria	[0, [], null, []]
679201000119108	Bilateral pellucid marginal degeneration of cornea of eye	[0, [], null, []]
890363003	Bilateral persistent hyperplastic primary vitreous	[0, [], null, []]
15952821000119105	Bilateral phyllodes neoplasm of breasts	[0, [], null, []]
890361001	Bilateral polydactyly of a triphalangeal thumb	[0, [], null, []]
890356003	Bilateral postaxial polydactyly type A	[0, [], null, []]
890357007	Bilateral postaxial polydactyly type B	[0, [], null, []]
897587000	Bilateral primary aphakia	[0, [], null, []]
897585008	Bilateral primary congenital glaucoma	[0, [], null, []]
344191000119100	Bilateral punctate inner choroidopathy of eyes	[0, [], null, []]
226707431000119102	Bilateral radioulnar synostosis following traumatic injury	[0, [], null, []]
15667041000119103	Bilateral radioulnar synostosis of upper limbs	[0, [], null, []]
343791000119101	Bilateral retinopathy of prematurity	[0, [], null, []]
343771000119102	Bilateral retinopathy of prematurity of eyes stage 1 - demarcation line	[0, [], null, []]
343761000119108	Bilateral retinopathy of prematurity of eyes stage 2 - intraretinal ridge	[0, [], null, []]
343751000119106	Bilateral retinopathy of prematurity of eyes stage 3 - ridge with extraretinal fibrovascular proliferation	[0, [], null, []]
343741000119109	Bilateral retinopathy of prematurity of eyes stage 4 - subtotal retinal detachment	[0, [], null, []]
679691000119100	Bilateral retrobulbar optic neuritis of eyes	[0, [], null, []]
1003921006	Bilateral sclerocornea	[0, [], null, []]
717745008	Bilateral secondary renal dysplasia	[0, [], null, []]
343461000119102	Bilateral serpiginous choroiditis of eyes	[0, [], null, []]
1003337005	Bilateral split foot	[0, [], null, []]
1003339008	Bilateral split hand	[0, [], null, []]
343311000119109	Bilateral superior limbic keratoconjunctivitis	[0, [], null, []]
753248161000119109	Bilateral superior semicircular canal dehiscence syndrome	[0, [], null, []]
679211000119106	Bilateral Terrien's marginal degeneration of peripheral corneas	[0, [], null, []]
1003583000	Bilateral testicular agenesis	[0, [], null, []]
16206221000119100	Bilateral thoracic outlet syndrome	[0, [], null, []]
679871000119102	Bilateral tonic pupillary reaction	[0, [], null, []]
16058751000119103	Bilateral transplant failure of corneas	[0, [], null, []]
15984271000119108	Bilateral tuberculosis of ears	[0, [], null, []]
717047007	Bile acid CoA ligase deficiency and defective amidation	[0, [], null, []]
717156002	Biliary atresia with splenic malformation syndrome	[0, [], null, []]
715985008	Binder syndrome	[0, [], null, []]
8808004	Biotinidase deficiency	[0, [], null, []]
703522009	Biotin-thiamine-responsive basal ganglia disease	[0, [], null, []]
763128009	Bipartite talus	[0, [], null, []]
69339004	Bird-fanciers' lung	[0, [], null, []]
237614004	Bird-headed dwarfism with progressive ataxia, insulin-resistant diabetes, goiter, and primary gonadal insufficiency	[0, [], null, []]
231981005	Birdshot chorioretinitis	[0, [], null, []]
1263460007	Birt Hogg Dubé syndrome	[0, [], null, []]
254819008	B-K mole (nevus) syndrome	[0, [], null, []]
10170007	Black locks, oculocutaneous albinism, AND deafness of the sensorineural type	[0, [], null, []]
56625005	Black water fever	[0, [], null, []]
838301001	Bladder disorder caused by Schistosoma	[0, [], null, []]
838302008	Bladder disorder caused by Schistosoma japonicum	[0, [], null, []]
413656006	Blastic phase chronic myeloid leukemia	[0, [], null, []]
445105005	Blastic plasmacytoid dendritic cell neoplasm	[0, [], null, []]
818950005	Blau syndrome	[0, [], null, []]
413665004	Bleb associated endophthalmitis	[0, [], null, []]
782934004	Bleeding diathesis due to collagen receptor defect	[0, [], null, []]
783194008	Bleeding diathesis due to thromboxane synthesis deficiency	[0, [], null, []]
725105006	Bleeding disorder due to calcium and DAG-regulated guanine exchange factor-1 deficiency	[0, [], null, []]
717911008	Blepharocheilodontic syndrome	[0, [], null, []]
717913006	Blepharonasofacial malformation syndrome	[0, [], null, []]
715391004	Blepharophimosis epicanthus inversus ptosis syndrome	[0, [], null, []]
890180006	Blepharophimosis epicanthus inversus ptosis syndrome plus	[0, [], null, []]
778009001	Blepharophimosis, intellectual disability syndrome, Verloes type	[0, [], null, []]
717914000	Blepharophimosis, ptosis, esotropia, syndactyly, short stature syndrome	[0, [], null, []]
717915004	Blepharoptosis, myopia, ectopia lentis syndrome	[0, [], null, []]
717920004	Blindness, scoliosis, arachnodactyly syndrome	[0, [], null, []]
389237009	Blomstrand dysplasia	[0, [], null, []]
4434006	Bloom syndrome	[0, [], null, []]
880067009	Blount disease	[0, [], null, []]
254784002	Blue rubber bleb nevus	[0, [], null, []]
717940006	BNAR syndrome	[0, [], null, []]
716180009	Boder syndrome	[0, [], null, []]
717941005	Body skin hyperlaxity due to vitamin K dependent coagulation factor deficiency	[0, [], null, []]
720565000	Bohring Opitz syndrome	[0, [], null, []]
717187000	Boichis syndrome	[0, [], null, []]
67247008	Bolivian hemorrhagic fever	[0, [], null, []]
732249002	Bone dysplasia lethal Holmgren type	[0, [], null, []]
234520000	Bone marrow transplant failure	[0, [], null, []]
234519006	Bone marrow transplant rejection	[0, [], null, []]
722296002	Book syndrome	[0, [], null, []]
254054000	Boomerang dysplasia	[0, [], null, []]
240403008	Borderline lepromatous leprosy	[0, [], null, []]
400008009	Borderline leprosy	[0, [], null, []]
1081431000119104	Borderline phyllodes neoplasm of left breast	[0, [], null, []]
1081441000119108	Borderline phyllodes neoplasm of right breast	[0, [], null, []]
240402003	Borderline tuberculoid leprosy	[0, [], null, []]
21634003	Borjeson-Forssman-Lehmann syndrome	[0, [], null, []]
720567008	Bosley Salih Alorainy syndrome	[0, [], null, []]
715647007	Bothnia retinal dystrophy	[0, [], null, []]
404052009	Botryoid rhabdomyosarcoma	[0, [], null, []]
715984007	Boucher Neuhäuser syndrome	[0, [], null, []]
186774005	Boutonneuse fever	[0, [], null, []]
711153001	Bowen-Conradi syndrome	[0, [], null, []]
399911003	Bowenoid papulosis of vulva (VIN III)	[0, [], null, []]
72893007	Brachial neuritis	[0, [], null, []]
1145216001	Brachial neuritis due to displacement of cervical intervertebral disc	[0, [], null, []]
1145219008	Brachial neuritis due to rupture of cervical intervertebral disc	[0, [], null, []]
16005271000119104	Brachial neuritis of bilateral upper limbs	[0, [], null, []]
12236641000119103	Brachial neuritis of left upper limb	[0, [], null, []]
12236681000119108	Brachial neuritis of right upper limb	[0, [], null, []]
27830001	Brachial radiculitis	[0, [], null, []]
1259051000	Brachial variant of chronic immune demyelinating polyradiculoneuropathy	[0, [], null, []]
715470008	Brachydactylous dwarfism Mseleni type	[0, [], null, []]
720568003	Brachydactyly and arterial hypertension syndrome	[0, [], null, []]
732956000	Brachydactyly and distal symphalangism syndrome	[0, [], null, []]
732957009	Brachydactyly and preaxial hallux varus syndrome	[0, [], null, []]
765761009	Brachydactyly, mesomelia, intellectual disability, heart defect syndrome	[0, [], null, []]
782914000	Brachydactyly, short stature, retinitis pigmentosa syndrome	[0, [], null, []]
389168002	Brachydactyly syndrome type B	[0, [], null, []]
389169005	Brachydactyly syndrome type C	[0, [], null, []]
63711009	Brachydactyly syndrome type E	[0, [], null, []]
715722003	Brachydactyly type A6	[0, [], null, []]
720571006	Brachydactyly type A7	[0, [], null, []]
770406002	Brachydactyly type B2	[0, [], null, []]
720572004	Brachydactyly with syndactyly Zhao type	[0, [], null, []]
720573009	Brachymorphism with onychodysplasia and dysphalangism syndrome	[0, [], null, []]
389165004	Brachyolmia - Maroteaux type	[0, [], null, []]
253932005	Brachysyndactyly of thumb	[0, [], null, []]
778067002	Brachytelephalangic chondrodysplasia punctata	[0, [], null, []]
720574003	Brachytelephalangy, facial dysmorphism, Kallmann syndrome	[0, [], null, []]
720575002	Braddock syndrome	[0, [], null, []]
720576001	Brain calcification Rajab type	[0, [], null, []]
717942003	Brain dopamine-serotonin vesicular transport disease	[0, [], null, []]
28188001	Brain injury with open intracranial wound	[0, [], null, []]
5202009	Brain injury with open intracranial wound AND concussion	[0, [], null, []]
13752003	Brain injury with open intracranial wound AND loss of consciousness	[0, [], null, []]
9015001	Brain injury without open intracranial wound	[0, [], null, []]
33332005	Brain injury without open intracranial wound AND with concussion	[0, [], null, []]
53267002	Brain injury without open intracranial wound AND with loss of consciousness	[0, [], null, []]
719098007	Brain lung thyroid syndrome	[0, [], null, []]
717943008	Brain malformation, congenital heart disease, postaxial polydactyly syndrome	[0, [], null, []]
1169355000	Brain malformations, musculoskeletal abnormalities, facial dysmorphism, intellectual disability syndrome	[0, [], null, []]
127305005	Brain stem contusion	[0, [], null, []]
78968003	Brain stem contusion with open intracranial wound	[0, [], null, []]
78028004	Brain stem contusion with open intracranial wound AND concussion	[0, [], null, []]
66393002	Brain stem contusion with open intracranial wound AND loss of consciousness	[0, [], null, []]
52888005	Brain stem contusion without open intracranial wound	[0, [], null, []]
79220008	Brain stem contusion without open intracranial wound AND with concussion	[0, [], null, []]
29807001	Brain stem contusion without open intracranial wound AND with loss of consciousness	[0, [], null, []]
127307002	Brain stem laceration	[0, [], null, []]
874940002	Brain stem laceration with concussion	[0, [], null, []]
874943000	Brain stem laceration with loss of consciousness	[0, [], null, []]
12589008	Brain stem laceration with open intracranial wound	[0, [], null, []]
41222005	Brain stem laceration with open intracranial wound AND concussion	[0, [], null, []]
3119002	Brain stem laceration with open intracranial wound AND loss of consciousness	[0, [], null, []]
19210000	Brain stem laceration with open intracranial wound AND no loss of consciousness	[0, [], null, []]
20899000	Brain stem laceration without open intracranial wound	[0, [], null, []]
732961003	Branchial dysplasia, intellectual disability, inguinal hernia syndrome	[0, [], null, []]
717944002	Branchiogenic deafness syndrome	[0, [], null, []]
449821007	Branchiooculofacial syndrome	[0, [], null, []]
764810000	Branchiootic syndrome	[0, [], null, []]
240524001	Brazilian hemorrhagic fever	[0, [], null, []]
46459009	Brazilian pemphigus foliaceus	[0, [], null, []]
783541009	Breast implant-associated anaplastic large-cell lymphoma	[0, [], null, []]
717945001	BRESEK syndrome	[0, [], null, []]
47761007	Brill-Zinsser disease	[0, [], null, []]
719096006	Brittle cornea syndrome	[0, [], null, []]
703530005	Brody myopathy	[0, [], null, []]
70756004	Bronchial atresia with segmental pulmonary emphysema	[0, [], null, []]
805261000000101	Bronchiolitis obliterans syndrome after lung transplantation	[0, [], null, []]
762618008	Bronchiolitis obliterans syndrome due to and after lung transplantation	[0, [], null, []]
1177120001	Bronchiolitis obliterans syndrome due to and following allogeneic stem cell transplant	[0, [], null, []]
67569000	Bronchopulmonary dysplasia of newborn	[0, [], null, []]
703531009	Brooke-Spiegler syndrome	[0, [], null, []]
11160000	Brown oculocutaneous albinism	[0, [], null, []]
699866005	Brown-Vialetto-Van Laere syndrome	[0, [], null, []]
1177065007	Brucella canis spondylitis	[0, [], null, []]
406564009	Brucella infection of the central nervous system	[0, [], null, []]
1177066008	Brucella melitensis spondylitis	[0, [], null, []]
202698007	Brucella spondylitis	[0, [], null, []]
1177063000	Brucella suis spondylitis	[0, [], null, []]
75702008	Brucellosis	[0, [], null, []]
402127008	Brucellosis of skin	[0, [], null, []]
413716003	Brucellosis uveitis	[0, [], null, []]
254113006	Bruck syndrome	[0, [], null, []]
418818005	Brugada syndrome	[0, [], null, []]
718210003	Brunner syndrome	[0, [], null, []]
402442000	Brunsting-Perry type cicatricial pemphigoid	[0, [], null, []]
719097002	BSG syndrome	[0, [], null, []]
50797007	Bubonic plague	[0, [], null, []]
12088005	Budgerigar-fanciers' disease	[0, [], null, []]
85658001	Buffalopox	[0, [], null, []]
230253001	Bulbospinal neuronopathy	[0, [], null, []]
725589005	Bullous dystrophy macular type	[0, [], null, []]
838295002	Bullous impetigo of napkin area	[0, [], null, []]
6111009	Bullous lichen planus	[0, [], null, []]
238985006	Bullous pyoderma	[0, [], null, []]
239889005	Bullous systemic lupus erythematosus	[0, [], null, []]
713897006	Burkitt lymphoma co-occurrent with human immunodeficiency virus infection	[0, [], null, []]
1255796007	Burkitt lymphoma of lymph nodes of lower limb	[0, [], null, []]
1255895001	Burkitt lymphoma of lymph nodes of upper limb	[0, [], null, []]
118617000	Burkitt's lymphoma (clinical)	[0, [], null, []]
188512009	Burkitt's lymphoma of intra-abdominal lymph nodes	[0, [], null, []]
188515006	Burkitt's lymphoma of intrapelvic lymph nodes	[0, [], null, []]
188511002	Burkitt's lymphoma of intrathoracic lymph nodes	[0, [], null, []]
188517003	Burkitt's lymphoma of lymph nodes of multiple sites	[0, [], null, []]
188516007	Burkitt's lymphoma of spleen	[0, [], null, []]
1255749004	Burkitt tumor of lymph nodes of head	[0, [], null, []]
1255751000	Burkitt tumor of lymph nodes of head and neck	[0, [], null, []]
1255750004	Burkitt tumor of lymph nodes of neck	[0, [], null, []]
399165002	Burning mouth syndrome	[0, [], null, []]
262692002	Burst lobe of brain	[0, [], null, []]
240648004	Bush yaws	[0, [], null, []]
725590001	Butterfly-shaped pigmentary macular dystrophy	[0, [], null, []]
192787004	B variant hexosaminidase A deficiency	[0, [], null, []]
238023004	B variant hexosaminidase A deficiency - adult	[0, [], null, []]
238021002	B variant hexosaminidase A deficiency - infantile	[0, [], null, []]
238022009	B variant hexosaminidase A deficiency - juvenile	[0, [], null, []]
1179295004	BVES-related limb girdle muscular dystrophy	[0, [], null, []]
27272007	Byzanthine arch palate	[0, [], null, []]
1172595004	C11ORF73-related autosomal recessive hypomyelinating leukodystrophy	[0, [], null, []]
1237417007	CAD-CDG - carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase congenital disorder of glycosylation	[0, [], null, []]
240843005	Calabar swelling	[0, [], null, []]
233862006	Calcific aortic stenosis - bicuspid valve	[0, [], null, []]
838314000	Calcific arteriolopathy due to uremia	[0, [], null, []]
237900002	Calciphylaxis	[0, [], null, []]
717043006	Calciphylaxis cutis	[0, [], null, []]
1279886003	Calpain-3-related limb girdle muscular dystrophy D4	[0, [], null, []]
726031001	CAMOS syndrome	[0, [], null, []]
720599002	Campomelia Cumming type	[0, [], null, []]
733045005	Camptobrachydactyly	[0, [], null, []]
720601000	Camptodactyly and tall stature with scoliosis and hearing loss syndrome	[0, [], null, []]
771187008	Camptodactyly, arthropathy, coxa-vara, pericarditis syndrome	[0, [], null, []]
720602007	Camptodactyly syndrome Guadalajara type 1	[0, [], null, []]
720603002	Camptodactyly syndrome Guadalajara type 2	[0, [], null, []]
1172633003	Camptodactyly syndrome Guadalajara type 3	[0, [], null, []]
733466005	Camptodactyly taurinuria syndrome	[0, [], null, []]
720600004	Camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia syndrome	[0, [], null, []]
74928006	Camptomelic dysplasia	[0, [], null, []]
18116006	Cancrum oris	[0, [], null, []]
413746000	Candida endophthalmitis	[0, [], null, []]
63553008	Candidal endocarditis	[0, [], null, []]
3487004	Candidiasis of lung	[0, [], null, []]
421047005	Candidiasis of lung with AIDS (acquired immunodeficiency syndrome)	[0, [], null, []]
186957004	Canicola fever	[0, [], null, []]
715624006	CANOMAD syndrome	[0, [], null, []]
239087008	Cantu's syndrome	[0, [], null, []]
312935003	Capillary hemangioma of retina	[0, [], null, []]
703533007	Capillary malformation-arteriovenous malformation syndrome	[0, [], null, []]
703532002	Cap myopathy	[0, [], null, []]
720604008	Cap polyposis	[0, [], null, []]
720815000	Capra DeMarco syndrome	[0, [], null, []]
765329008	Carbamoyl-phosphate synthetase 1 deficiency	[0, [], null, []]
718712005	Carbohydrate deficient glycoprotein syndrome type 1m	[0, [], null, []]
725044000	Carbohydrate deficient glycoprotein syndrome type 1o	[0, [], null, []]
724142005	Carbohydrate deficient glycoprotein syndrome type 2a	[0, [], null, []]
725587007	Carbohydrate deficient glycoprotein syndrome type 2d	[0, [], null, []]
732252005	Carbohydrate deficient glycoprotein syndrome type 2k	[0, [], null, []]
733450008	Carbohydrate deficient glycoprotein syndrome type II due to MAN1B1 deficiency	[0, [], null, []]
230293003	Carbon monoxide-induced parkinsonism	[0, [], null, []]
35868009	Carcinoid syndrome	[0, [], null, []]
734884008	Carcinoid syndrome diarrhea	[0, [], null, []]
253002004	Carcinoid tumor of appendix	[0, [], null, []]
254627002	Carcinoid tumor of lung	[0, [], null, []]
276808007	Carcinoid tumor of stomach	[0, [], null, []]
312940006	Carcinoma-associated retinopathy	[0, [], null, []]
276876007	Carcinoma of Bartholin's gland	[0, [], null, []]
254462001	Carcinoma of parotid gland	[0, [], null, []]
716593008	Carcinoma of salivary gland type of breast	[0, [], null, []]
254466003	Carcinoma of sublingual gland	[0, [], null, []]
254465004	Carcinoma of submandibular gland	[0, [], null, []]
720605009	Cardiac anomaly and heterotaxy syndrome	[0, [], null, []]
297253000	Cardiac glycogen phosphorylase kinase deficiency	[0, [], null, []]
75403004	Cardiac sarcoidosis	[0, [], null, []]
233934000	Cardiac transplant failure	[0, [], null, []]
233933006	Cardiac transplant rejection	[0, [], null, []]
720606005	Cardiocranial syndrome Pfeiffer type	[0, [], null, []]
403770008	Cardio-facio-cutaneous syndrome	[0, [], null, []]
328851000119107	Cardiogenic shock following procedure	[0, [], null, []]
720609003	Cardiomyopathy with cataract and hip spine disease syndrome	[0, [], null, []]
60916008	Cardiopulmonary schistosomiasis	[0, [], null, []]
720612000	Cardiospondylocarpofacial syndrome	[0, [], null, []]
733491005	Carney complex	[0, [], null, []]
766881008	Carney complex, trismus, pseudocamptodactyly syndrome	[0, [], null, []]
722377004	Carney Stratakis syndrome	[0, [], null, []]
733492003	Carney triad	[0, [], null, []]
238003000	Carnitine acylcarnitine translocase deficiency	[0, [], null, []]
238001003	Carnitine palmitoyltransferase I deficiency	[0, [], null, []]
238002005	Carnitine palmitoyltransferase II deficiency	[0, [], null, []]
717232005	Caroli disease	[0, [], null, []]
1237346001	Caroli syndrome	[0, [], null, []]
389272007	Carpotarsal osteochondromatosis	[0, [], null, []]
213580002	Caseating tuberculoid granuloma	[0, [], null, []]
703389002	CASK related intellectual disability	[0, [], null, []]
207036003	Castleman disease	[0, [], null, []]
714460000	Castleman disease co-occurrent with infection caused by Human herpesvirus 8	[0, [], null, []]
1259049004	Castleman disease with immunoglobulin M monoclonal gammopathy of uncertain significance	[0, [], null, []]
399945005	Castleman's superficial pseudotumor, involving skin	[0, [], null, []]
722382006	Cataract and microcornea syndrome	[0, [], null, []]
726704006	Cataract, congenital heart disease, neural tube defect syndrome	[0, [], null, []]
718851007	Cataract glaucoma syndrome	[0, [], null, []]
1220595008	Cataract, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, skeletal dysplasia syndrome	[0, [], null, []]
609329007	Catastrophic antiphospholipid syndrome	[0, [], null, []]
1204167003	Catecholaminergic polymorphic ventricular tachycardia due to calsequestrin mutation	[0, [], null, []]
1204129001	Catecholaminergic polymorphic ventricular tachycardia due to RYR2 mutation	[0, [], null, []]
722383001	Catel Manzke syndrome	[0, [], null, []]
26445008	Cat eye syndrome	[0, [], null, []]
1197429000	Cathepsin A-related arteriopathy, strokes, leukoencephalopathy	[0, [], null, []]
79974007	Cat scratch disease	[0, [], null, []]
726621009	Caudal appendage deafness syndrome	[0, [], null, []]
8301004	Caudal regression syndrome	[0, [], null, []]
711265009	Caveolin 3 related distal myopathy	[0, [], null, []]
1157156002	Cavernous lymphangioma	[0, [], null, []]
254793001	Cavernous lymphangioma of skin	[0, [], null, []]
35386004	Cavernous sinus syndrome	[0, [], null, []]
764811001	Cavitary myiasis	[0, [], null, []]
1187174002	CCDC115 congenital disorder of glycosylation	[0, [], null, []]
404126000	CD-30 positive pleomorphic large T-cell cutaneous lymphoma	[0, [], null, []]
404127009	CD-30 positive T-immunoblastic cutaneous lymphoma	[0, [], null, []]
204052006	Cebocephaly	[0, [], null, []]
1186720006	CEBPE-associated autoinflammation, immunodeficiency, neutrophil dysfunction syndrome	[0, [], null, []]
722385008	CEDNIK syndrome	[0, [], null, []]
722386009	Celiac disease with epilepsy and cerebral calcification syndrome	[0, [], null, []]
404026003	Cellular schwannoma	[0, [], null, []]
1222668001	CELSR1-related late-onset primary lymphedema	[0, [], null, []]
720633009	Cenani Lenz syndrome	[0, [], null, []]
231996009	Central areolar choroidal sclerosis	[0, [], null, []]
405757001	Central cervical cord injury, without spinal bony injury, C1-4	[0, [], null, []]
405758006	Central cervical cord injury, without spinal bony injury, C5-7	[0, [], null, []]
763109002	Central cleft of soft palate	[0, [], null, []]
419074008	Central cloudy dystrophy of Francois	[0, [], null, []]
270513005	Central complete cleft palate	[0, [], null, []]
204616008	Central complete cleft palate with cleft lip	[0, [], null, []]
282787000	Central cord syndrome	[0, [], null, []]
721372007	Central cord syndrome of cervical spinal cord at C1 level	[0, [], null, []]
721373002	Central cord syndrome of cervical spinal cord at C2 level	[0, [], null, []]
721374008	Central cord syndrome of cervical spinal cord at C3 level	[0, [], null, []]
721375009	Central cord syndrome of cervical spinal cord at C4 level	[0, [], null, []]
721376005	Central cord syndrome of cervical spinal cord at C5 level	[0, [], null, []]
721377001	Central cord syndrome of cervical spinal cord at C6 level	[0, [], null, []]
721378006	Central cord syndrome of cervical spinal cord at C7 level	[0, [], null, []]
721379003	Central cord syndrome of cervical spinal cord at C8 level	[0, [], null, []]
721505009	Central cord syndrome of lumbar spinal cord	[0, [], null, []]
721506005	Central cord syndrome of lumbar spinal cord at L1 level	[0, [], null, []]
721507001	Central cord syndrome of lumbar spinal cord at L2 level	[0, [], null, []]
721508006	Central cord syndrome of lumbar spinal cord at L3 level	[0, [], null, []]
721509003	Central cord syndrome of lumbar spinal cord at L4 level	[0, [], null, []]
721510008	Central cord syndrome of lumbar spinal cord at L5 level	[0, [], null, []]
721442000	Central cord syndrome of thoracic spinal cord	[0, [], null, []]
721452001	Central cord syndrome of thoracic spinal cord at T10 level	[0, [], null, []]
721453006	Central cord syndrome of thoracic spinal cord at T11 level	[0, [], null, []]
721454000	Central cord syndrome of thoracic spinal cord at T12 level	[0, [], null, []]
721443005	Central cord syndrome of thoracic spinal cord at T1 level	[0, [], null, []]
721444004	Central cord syndrome of thoracic spinal cord at T2 level	[0, [], null, []]
721445003	Central cord syndrome of thoracic spinal cord at T3 level	[0, [], null, []]
721446002	Central cord syndrome of thoracic spinal cord at T4 level	[0, [], null, []]
721447006	Central cord syndrome of thoracic spinal cord at T5 level	[0, [], null, []]
721448001	Central cord syndrome of thoracic spinal cord at T6 level	[0, [], null, []]
721449009	Central cord syndrome of thoracic spinal cord at T7 level	[0, [], null, []]
721450009	Central cord syndrome of thoracic spinal cord at T8 level	[0, [], null, []]
721451008	Central cord syndrome of thoracic spinal cord at T9 level	[0, [], null, []]
43152001	Central core disease	[0, [], null, []]
268197001	Central incomplete cleft palate	[0, [], null, []]
204617004	Central incomplete cleft palate with cleft lip	[0, [], null, []]
1269377002	Central lesion of thoracic spinal cord due to closed dislocation of joint of thoracic spine	[0, [], null, []]
1269381002	Central lesion of thoracic spinal cord due to open dislocation of joint of thoracic spine	[0, [], null, []]
1269392001	Central lesion of thoracic spine due to closed subluxation of joint of thoracic spine	[0, [], null, []]
1269390009	Central lesion of thoracic spine due to open subluxation of joint of thoracic spine	[0, [], null, []]
212187001	Central lumbar cord injury without bony injury	[0, [], null, []]
722914008	Central neonatal apnea	[0, [], null, []]
726669007	Central nervous system calcification, deafness, tubular acidosis, anemia syndrome	[0, [], null, []]
721535002	Central neurocytoma of brain	[0, [], null, []]
205130008	Central polydactyly of fingers	[0, [], null, []]
312997008	Central retinal vein occlusion - ischemic	[0, [], null, []]
232040002	Central retinal vein occlusion - juvenile	[0, [], null, []]
312998003	Central retinal vein occlusion - non-ischemic	[0, [], null, []]
232039004	Central retinal vein occlusion with macular edema	[0, [], null, []]
232038007	Central retinal vein occlusion with neovascularization	[0, [], null, []]
15997631000119103	Central serous choroidopathy of bilateral eyes	[0, [], null, []]
15997671000119100	Central serous choroidopathy of left eye	[0, [], null, []]
15997591000119103	Central serous choroidopathy of right eye	[0, [], null, []]
314009001	Central serous retinopathy with small retinal pigment epithelial detachment	[0, [], null, []]
212173001	Central thoracic cord injury, without bony injury, T1-6	[0, [], null, []]
212179002	Central thoracic cord injury, without bony injury, T7-12	[0, [], null, []]
432141000124105	Central visual impairment	[0, [], null, []]
234633000	Centromeric instability of chromosomes 1,9 and 16 and immunodeficiency	[0, [], null, []]
240431004	Cephalic tetanus	[0, [], null, []]
111341002	Cephalodiprosopus	[0, [], null, []]
54043007	Cercarial dermatitis of freshwater avian type	[0, [], null, []]
39524009	Cercarial dermatitis of freshwater mammalian type	[0, [], null, []]
88558006	Cercarial dermatitis of sea water avian type	[0, [], null, []]
715371006	Cerebellar ataxia and ectodermal dysplasia	[0, [], null, []]
720634003	Cerebellar ataxia, areflexia, pes cavus, optic atrophy, sensorineural hearing loss syndrome	[0, [], null, []]
717332007	Cerebellar ataxia Cayman type	[0, [], null, []]
763344007	Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome	[0, [], null, []]
1236804009	Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome	[0, [], null, []]
1217230002	Cerebellar ataxia with oculomotor apraxia type 4	[0, [], null, []]
127304009	Cerebellar contusion	[0, [], null, []]
82344002	Cerebellar contusion with open intracranial wound	[0, [], null, []]
86125000	Cerebellar contusion with open intracranial wound AND concussion	[0, [], null, []]
19233004	Cerebellar contusion with open intracranial wound AND loss of consciousness	[0, [], null, []]
57739006	Cerebellar contusion without open intracranial wound	[0, [], null, []]
32415004	Cerebellar contusion without open intracranial wound AND with concussion	[0, [], null, []]
17169009	Cerebellar contusion without open intracranial wound AND with loss of consciousness	[0, [], null, []]
241994005	Cerebellar decompression injury	[0, [], null, []]
1237475006	Cerebellar-facial-dental syndrome	[0, [], null, []]
127306006	Cerebellar laceration	[0, [], null, []]
262687004	Cerebellar laceration and contusion	[0, [], null, []]
874939004	Cerebellar laceration with concussion	[0, [], null, []]
30858001	Cerebellar laceration with open intracranial wound	[0, [], null, []]
59918000	Cerebellar laceration with open intracranial wound AND concussion	[0, [], null, []]
84900008	Cerebellar laceration with open intracranial wound AND loss of consciousness	[0, [], null, []]
14434006	Cerebellar laceration with open intracranial wound AND no loss of consciousness	[0, [], null, []]
30031007	Cerebellar laceration without open intracranial wound	[0, [], null, []]
90429009	Cerebellar laceration without open intracranial wound AND with loss of consciousness	[0, [], null, []]
716592003	Cerebellar liponeurocytoma	[0, [], null, []]
715990006	Cerebellum agenesis with hydrocephaly	[0, [], null, []]
1163131009	Cerebral abscess caused by Aspergillus	[0, [], null, []]
253162003	Cerebral arachnoid cyst	[0, [], null, []]
230732009	Cerebral arteritis in giant cell arteritis	[0, [], null, []]
390936003	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	[0, [], null, []]
703219008	Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy	[0, [], null, []]
46966000	Cerebral compression due to injury	[0, [], null, []]
874937002	Cerebral cortex laceration with concussion	[0, [], null, []]
1163151008	Cerebral cryptococcoma	[0, [], null, []]
187094001	Cerebral cryptococcosis	[0, [], null, []]
230215006	Cerebral cysticercosis	[0, [], null, []]
241993004	Cerebral decompression injury	[0, [], null, []]
206238001	Cerebral edema due to birth injury	[0, [], null, []]
