GardID	ORPHAcode	SourceName	SNOMED concept ID
274	2571	X-linked immunoneurologic disorder	719827008
280	1809	Hidrotic ectodermal dysplasia, Halal type	721147000
282	1832	Lethal osteosclerotic bone dysplasia	389239007
287	2211	Hypertelorism-hypospadias-polysyndactyly syndrome	721835008
288	2108	Hallermann-Streiff syndrome	7903009
290	2109	Hallermann-Streiff-like syndrome	1197057002
292	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	763404001
298	2410	Hypergonadotropic hypogonadism-cataract syndrome	721233005
304	90340	Blau syndrome	818950005
305	3236	Conductive deafness-ptosis-skeletal anomalies syndrome	763213001
307	2308	Jacobsen syndrome	715438008
310	3474	CHIME syndrome	720639008
312	97360	Robinow syndrome	76520005
314	3124	Saccharopinuria	111397004
320	2256	Fibulo-ulnar hypoplasia-renal anomalies syndrome	716094008
321	2613	Nail-patella-like renal disease	236527004
322	3156	Senior-Loken syndrome	236531005
329	901	Wells syndrome	238931006
330	3455	Wiedemann-Rautenstrauch syndrome	238874008
331	3472	Yunis-Varon syndrome	389171005
333	33001	Lymphedema-distichiasis syndrome	8634009
334	41	Dyschromatosis symmetrica hereditaria	239085000
336	101003	Autosomal recessive spastic paraplegia type 23	726608002
341	3471	Young syndrome	233666007
343	166063	Pontocerebellar hypoplasia type 4	718608006
344	2166	Holoprosencephaly-postaxial polydactyly syndrome	716091000
345	3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	765471005
346	3322	Hoyeraal-Hreidarsson syndrome	707276009
347	2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	722206009
350	1858	Skeletal dysplasia-epilepsy-short stature syndrome	715428003
351	1562	Dacryocystitis-osteopoikilosis syndrome	721082002
354	2324	Osteopenia-intellectual disability-sparse hair syndrome	732954002
358	2804	W syndrome	719020006
359	1515	Cranioectodermal dysplasia	254093009
360	921	Abruzzo-Erickson syndrome	718574003
361	945	Acalvaria	203923004
363	926	Acatalasemia	267454002
364	1134	Isolated arrhinia	111317000
365	91	Aromatase deficiency	425708006
368	2407	Laryngo-onycho-cutaneous syndrome	722675000
369	1435	Xq21 microdeletion syndrome	717761005
370	1414	Cholestasis-lymphedema syndrome	28724005
371	3010	Qazi-Markouizos syndrome	721887007
372	638	Neurofibromatosis-Noonan syndrome	715344006
373	346	Quinquaud folliculitis decalvans	53593008
374	2835	Pectus excavatum-macrocephaly-dysplastic nails syndrome	763863002
375	3253	Cleft lip/palate-ectodermal dysplasia syndrome	716248001
376	931	Acheiropodia	177504007
378	2316	Johnson neuroectodermal syndrome	721584005
379	3033	Renal tubular dysgenesis	702397002
380	1571	Knobloch syndrome	703542000
381	1129	Arachnodactyly-abnormal ossification-intellectual disability syndrome	720501007
383	53	Albers-Schönberg osteopetrosis	725050005
384	978	ADULT syndrome	720464003
385	3473	Zimmermann-Laband syndrome	699447001
386	3301	Tetraamelia-multiple malformations syndrome	716249009
387	911	Combined immunodeficiency due to ZAP70 deficiency	716378008
390	2790	Endosteal hyperostosis, Worth type	254131007
391	2777	Osteomesopyknosis	254125009
394	3268	Radioulnar synostosis-microcephaly-scoliosis syndrome	719162001
395	1574	Retinal degeneration-nanophthalmos-glaucoma syndrome	723503006
396	3392	Tularemia	19265001
399	393	46,XX testicular disorder of sex development	74398009
400	2067	GAPO syndrome	721843003
404	2786	Osteoporosis-oculocutaneous hypopigmentation syndrome	722113001
405	3191	Subaortic stenosis-short stature syndrome	783096008
406	2253	Foveal hypoplasia-presenile cataract syndrome	778042000
407	999	Ermine phenotype	10170007
409	2798	Pachygyria-intellectual disability-epilepsy syndrome	763861000
411	2323	Sanjad-Sakati syndrome	1197148005
412	1221	Cheilitis glandularis	26374003
413	2078	Geroderma osteodysplastica	254116003
414	1226	Bamforth-Lazarus syndrome	722375007
415	2985	Pseudoprogeria syndrome	733086003
418	2843	Pentosuria	190764000
424	3469	XK aprosencephaly syndrome	1162839003
425	1063	Tufted angioma	254786000
427	2997	Ptosis-vocal cord paralysis syndrome	771263004
428	1521	Craniofrontonasal dysplasia-Poland anomaly syndrome	720757001
431	83463	Microtia	35045004
433	320	Apparent mineralocorticoid excess	237770005
434	2182	Hydrocephalus with stenosis of the aqueduct of Sylvius	71779008
435	1995	Cleft lip-retinopathy syndrome	732247000
436	829	Adult-onset Still disease	239920006
438	62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3	715340002
448	1493	Vici syndrome	719824001
453	90301	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	718715007
456	929	Achalasia-microcephaly syndrome	718573009
457	869	Triple A syndrome	45414006
458	168555	Spondylometaphyseal dysplasia, A4 type	782912001
459	93299	Achondrogenesis type 1A	42725006
460	93298	Achondrogenesis type 1B	14870002
465	33	Isovaleric acidemia	87827003
467	35	Propionic acidemia	69080001
475	26348	Acquired prothrombin deficiency	191298004
476	454	Acquired ichthyosis	8691004
480	958	Acro-renal-mandibular syndrome	720414005
484	1784	Acrofrontofacionasal dysostosis	720408003
491	2956	Acrodysplasia scoliosis	773773006
494	1786	Acrofacial dysostosis, Catania type	720419000
496	1788	Acrofacial dysostosis, Rodríguez type	720430002
497	952	Acrofacial dysostosis, Weyers type	277807007
498	245	Nager syndrome	35520007
499	1787	Acrofacial dysostosis, Palagonia type	720429007
504	93316	Spondylometaphyseal dysplasia, Schmidt type	719304005
506	968	Acromesomelic dysplasia, Hunter-Thompson type	389167007
507	40	Acromesomelic dysplasia, Maroteaux type	718559000
508	955	Hajdu-Cheney syndrome	63122002
512	957	Acropectorovertebral dysplasia	720457000
514	971	Acrorenal syndrome	720458005
519	724	Idiopathic acute eosinophilic pneumonia	724499007
521	3243	Sweet syndrome	84625002
529	517	Acute myelomonocytic leukemia	110005000
538	520	Acute promyelocytic leukemia	110004001
540	42	Medium chain acyl-CoA dehydrogenase deficiency	128596003
546	976	Adenine phosphoribosyltransferase deficiency	124274002
547	45	Adenosine monophosphate deaminase deficiency	124525004
550	46	Adenylosuccinate lyase deficiency	15285008
558	1501	Adrenocortical carcinoma	1268459000
559	44	Neonatal adrenoleukodystrophy	238061001
562	977	Adrenomyodystrophy	763311001
564	83420	Proximal spinal muscular atrophy type 4	85505000
583	2865	Short stature-webbed neck-heart disease syndrome	721073008
587	2773	Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome	722110003
588	2007	Alar cartilages hypoplasia-coloboma-telecanthus syndrome	722284009
589	998	Albinism-deafness syndrome	722285005
592	1000	Ocular albinism with late-onset sensorineural deafness	722054007
594	79434	Oculocutaneous albinism type 1B	82342003
599	1915	Fetal alcohol syndrome	205788004
600	57	Glycogen storage disease due to aldolase A deficiency	1187461004
602	1164	Allergic bronchopulmonary aspergillosis	37981002
604	1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	719518004
605	1005	Alopecia-contractures-dwarfism-intellectual disability syndrome	720979002
606	2574	Moynahan syndrome	788417006
607	1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	720980004
612	2850	Alopecia-intellectual disability syndrome	716191002
614	701	Alopecia universalis	86166000
617	31	Oxoglutaric aciduria	733630004
621	846	Alpha-thalassemia	68913001
634	65	Leber congenital amaurosis	193413001
637	1021	Amaurosis-hypertrichosis syndrome	720983002
640	3319	Congenital amegakaryocytic thrombocytopenia	716336002
646	1031	Enamel-renal syndrome	109477002
647	1028	Amelo-onycho-hypohidrotic syndrome	715404000
654	1035	Beta-mercaptolactate cysteine disulfiduria	784373007
664	142	Anaplastic thyroid carcinoma	1268458008
668	2802	X-linked sideroblastic anemia and spinocerebellar ataxia	719816006
670	1054	Aneurysm of sinus of Valsalva	54160000
671	63442	Angel-shaped phalango-epiphyseal dysplasia	720984008
676	1062	Hereditary neurocutaneous malformation	403775003
683	74	Angiostrongyliasis	61750000
685	1069	Aniridia-absent patella syndrome	720467005
689	1067	Aniridia-ptosis-intellectual disability-familial obesity syndrome	720987001
690	1064	Aniridia-renal agenesis-psychomotor retardation syndrome	733116005
696	1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome	783204009
697	1074	Ankyloblepharon filiforme adnatum-imperforate anus syndrome	773770009
701	1077	Dental ankylosis	14901003
705	675	Annular pancreas	40315008
713	2470	Matthew-Wood syndrome	722458000
717	1101	Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome	720495005
719	1104	Anophthalmia plus syndrome	720496006
722	1106	Microphthalmia with limb anomalies	703403003
731	79	Congenital alpha2-antiplasmin deficiency	716746003
735	81	Antisynthetase syndrome	445187004
739	1110	Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	763615003
740	2299	Aortic arch interruption	218728005
743	3193	Supravalvular aortic stenosis	7169009
748	1113	Aphalangy-syndactyly-microcephaly syndrome	720498007
753	1116	Aplasia cutis congenita-intestinal lymphangiectasia syndrome	720500008
756	1117	Aplasia cutis-myopia syndrome	720499004
774	3342	Arterial tortuosity syndrome	458432002
784	1144	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome	720515009
787	1146	Distal arthrogryposis type 1	715314008
790	1143	Neurogenic arthrogryposis multiplex congenita	715316005
792	1150	Arthrogryposis multiplex congenita-whistling face syndrome	720514008
804	52	Alagille syndrome	31742004
806	2819	Spastic paraplegia-facial-cutaneous lesions syndrome	763403007
812	1227	Bangstad syndrome	237614004
813	1228	Banki syndrome	733093004
816	2753	Orofaciodigital syndrome type 4	239031000
819	1231	Barber-Say syndrome	408537003
824	572	Immunodeficiency by defective expression of MHC class II	71904008
826	1826	Frontometaphyseal dysplasia	62803002
835	1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	715429006
836	1948	Epilepsy-microcephaly-skeletal dysplasia syndrome	733031004
838	113	Bazex-Dupré-Christol syndrome	254820002
842	2206	Ankylosing vertebral hyperostosis with tylosis	720492008
846	1237	Beemer-Ertbruggen syndrome	717859007
848	117	Behçet disease	310701003
860	1548	Cryptorchidism-arachnodactyly-intellectual disability syndrome	764950001
867	133	Chronic beryllium disease	18121009
869	118	Beta-mannosidosis	238047006
871	848	Beta-thalassemia	65959000
872	134	Beta-ketothiolase deficiency	124258007
873	610	Bethlem myopathy	718572004
882	141333	Biemond syndrome type 2	717887003
884	2695	Bifid nose	787413007
893	3304	Fallot complex-intellectual disability-growth delay syndrome	723336008
894	79241	Biotinidase deficiency	8808004
895	2617	Microcephalic primordial dwarfism, Montreal type	765758008
897	2213	Hypertelorism-microtia-facial clefting syndrome	721836009
905	2057	Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	717914000
912	1259	Blepharoptosis-myopia-ectopia lentis syndrome	717915004
914	50945	Blomstrand lethal chondrodysplasia	389237009
915	125	Bloom syndrome	4434006
916	2768	Blount disease	880067009
917	16	Blue cone monochromatism	789676005
918	1292	Brachymorphism-onychodysplasia-dysphalangism syndrome	720573009
922	1842	Bone dysplasia, lethal Holmgren type	732249002
932	1262	Böök syndrome	722296002
933	1263	Boomerang dysplasia	254054000
936	127	Borjeson-Forssman-Lehmann syndrome	21634003
943	1267	Botulism	398565003
944	1180	Ataxia-hypogonadism-choroidal dystrophy syndrome	715984007
955	1299	Branchioskeletogenital syndrome	719097002
957	1519	SPECC1L-related hypertelorism syndrome	724284005
958	1272	Aymé-Gripp syndrome	720955004
960	2619	Brachydactylous dwarfism, Mseleni type	715470008
966	1275	Brachydactyly-elbow wrist dysplasia syndrome	764437006
967	1276	Brachydactyly-arterial hypertension syndrome	720568003
972	1278	Brachydactyly-preaxial hallux varus syndrome	732957009
978	93388	Brachydactyly type A1	715720006
979	93396	Brachydactyly type A2	720569006
984	93397	Brachydactyly type A7	720571006
985	93383	Brachydactyly type B	389168002
986	93384	Brachydactyly type C	389169005
987	93387	Brachydactyly type E	63711009
990	93394	Brachydactyly type A4	715721005
998	1538	Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	720813007
1002	1131	X-linked mandibulofacial dysostosis	719813003
1017	666	Osteogenesis imperfecta	78314001
1019	90354	Brittle cornea syndrome	719096006
1025	2357	Bronchogenic cyst	762195006
1029	2771	Bruck syndrome	254113006
1030	130	Brugada syndrome	418818005
1033	47	X-linked agammaglobulinemia	65880007
1037	2285	Primary basilar invagination	430904007
1038	1867	Hereditary bullous dystrophy, macular type	725589005
1039	312	Autosomal dominant epidermolytic ichthyosis	254167000
1049	136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	390936003
1051	1310	Caffey disease	24752008
1052	1375	Cataract-hypertrichosis-intellectual disability syndrome	722379001
1053	220402	Limited cutaneous systemic sclerosis	298285004
1057	267	Calpain-3-related limb-girdle muscular dystrophy R1	715341003
1061	1318	Campomelia, Cumming type	720599002
1062	1319	Camptobrachydactyly	733045005
1063	1320	Idiopathic camptocormia	13534001
1064	1321	Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome	720600004
1067	1327	Camptodactyly syndrome, Guadalajara type 1	720602007
1068	1326	Camptodactyly syndrome, Guadalajara type 2	720603002
1069	1325	Camptodactyly-taurinuria syndrome	733466005
1072	1328	Camurati-Engelmann disease	34643004
1077	1334	Chronic mucocutaneous candidiasis	234568006
1078	2233	Hypogonadism-mitral valve prolapse-intellectual disability syndrome	721841001
1084	188	Systemic capillary leak syndrome	87730004
1094	1686	Cardiac diverticulum	718181001
1100	500	Noonan syndrome with multiple lentigines	111306001
1102	1345	Cardiomyopathy-cataract-hip spine disease syndrome	720609003
1119	1359	Carney complex	733491005
1120	156	Carnitine palmitoyl transferase 1A deficiency	238001003
1121	157	Carnitine palmitoyltransferase II deficiency	238002005
1123	159	Carnitine-acylcarnitine translocase deficiency	238003000
1139	1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia	719104003
1141	1368	Cataract-ataxia-deafness syndrome	719102004
1142	1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	717812000
1155	1377	Cataract-microcornea syndrome	722382006
1163	1123	Caudal appendage-deafness syndrome	726621009
1164	1756	Caudal duplication	71464000
1167	2008	Acrocardiofacial syndrome	890221004
1188	1171	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	720634003
1189	1174	Cerebellar ataxia-ectodermal dysplasia syndrome	715371006
1196	2246	Cerebellar hypoplasia-tapetoretinal degeneration syndrome	715436007
1199	1170	Autosomal recessive cerebelloparenchymal disorder type 3	715369006
1200	1397	Hydrocephaly-cerebellar agenesis syndrome	715990006
1210	1394	Cerebrofaciothoracic dysplasia	720635002
1217	247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	783787000
1226	2218	Cervical hypertrichosis-peripheral neuropathy syndrome	720852000
1233	1401	CHAND syndrome	239037001
1234	2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome	733113002
1237	46627	Char syndrome	703534001
1240	101078	X-linked Charcot-Marie-Tooth disease type 4	763400005
1243	101076	X-linked Charcot-Marie-Tooth disease type 2	763457000
1244	101077	X-linked Charcot-Marie-Tooth disease type 3	763458005
1245	101081	Charcot-Marie-Tooth disease type 1A	40632002
1246	101082	Charcot-Marie-Tooth disease type 1B	42986003
1247	101083	Charcot-Marie-Tooth disease type 1C	4183003
1249	101101	Charcot-Marie-Tooth disease type 2B2	719981005
1250	99937	Autosomal dominant Charcot-Marie-Tooth disease type 2C	717010007
1251	99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D	717011006
1252	99948	Charcot-Marie-Tooth disease type 4A	715796006
1253	99955	Charcot-Marie-Tooth disease type 4B1	715803003
1258	101075	X-linked Charcot-Marie-Tooth disease type 1	763455008
1261	1406	Charlie M syndrome	733034007
1280	171	Primary sclerosing cholangitis	197441003
1292	1416	Familial calcium pyrophosphate deposition	1162808000
1296	79345	Brachytelephalangic chondrodysplasia punctata	778067002
1300	2098	Acromesomelic dysplasia, Grebe type	77542002
1301	289	Ellis Van Creveld syndrome	62501005
1305	1429	Benign hereditary chorea	230306001
1313	1313	Infantile choroidocerebral calcification syndrome	724228005
1319	182	Chromomycosis	77798004
1320	1437	Ring chromosome 1 syndrome	47017007
1322	1438	Ring chromosome 10 syndrome	86997002
1323	1580	Distal monosomy 10p	719686003
1325	1439	Ring chromosome 12 syndrome	770595006
1327	1703	Mosaic trisomy 14	764466009
1336	1446	Ring chromosome 22 syndrome	13555004
1339	1447	Ring chromosome 4 syndrome	81678004
1345	1449	Ring chromosome 7 syndrome	765489006
1347	1450	Ring chromosome 8 syndrome	715983001
1356	1451	CINCA syndrome	239826001
1358	3068	Intellectual disability-myopathy-short stature-endocrine defect syndrome	764959000
1359	1160	Chylous ascites	52985009
1369	3329	Tibial aplasia-ectrodactyly syndrome	715531000
1391	2016	Cleft palate-lateral synechia syndrome	403772000
1392	2015	Cleft palate-short stature-vertebral anomalies syndrome	719466009
1393	2010	Cleft palate-stapes fixation-oligodontia syndrome	719468005
1402	93274	Thanatophoric dysplasia type 2	389158007
1410	1454	Joubert syndrome with hepatic defect	721847002
1413	1911	Cocaine embryofetopathy	254250002
1418	1458	CODAS syndrome	717772000
1421	1467	Cogan syndrome	405810005
1425	2050	Cole-Carpenter syndrome	389199001
1428	2412	Dislocation of the hip-dysmorphism syndrome	763755009
1437	1471	Coloboma of macula-brachydactyly type B syndrome	717785002
1440	1473	Uveal coloboma-cleft lip and palate-intellectual disability	719042007
1443	77298	Anophthalmia/microphthalmia-esophageal atresia syndrome	698851003
1446	1198	Colonic atresia	37054000
1454	1329	Complete atrioventricular septal defect	360481003
1460	3216	Conductive deafness-malformed external ear syndrome	783742004
1463	1873	Jalili syndrome	707608003
1465	90790	Congenital lipoid adrenal hyperplasia due to STAR deficency	717260007
1469	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	124220008
1475	2040	Congenital respiratory-biliary fistula	818951009
1480	294	Fetal cytomegalovirus syndrome	276701009
1481	2140	Congenital diaphragmatic hernia	17190001
1489	2271	Congenital ichthyosis-microcephalus-tetraplegia syndrome	1197059004
1500	839	Congenital nephrotic syndrome, Finnish type	197601003
1515	1484	Contractures-ectodermal dysplasia-cleft lip/palate syndrome	720746006
1516	1662	Restrictive dermopathy	400128006
1519	1949	Benign familial neonatal epilepsy	230410004
1521	565	Menkes disease	59178007
1522	1551	Familial benign copper deficiency	763531001
1525	3177	Spinocerebellar degeneration-corneal dystrophy syndrome	720750004
1529	1490	Corneal dystrophy-perceptive deafness syndrome	720749004
1531	3194	Corneodermatoosseous syndrome	723584003
1533	2041	Coronary arterial fistula	373093003
1537	1496	Corpus callosum agenesis-neuronopathy syndrome	702439002
1544	216694	Congenitally corrected transposition of the great arteries	83799000
1550	3071	Costello syndrome	309776008
1555	93333	Pelviscapular dysplasia	719299009
1558	1508	Coxoauricular syndrome	732248005
1561	202	Crandall syndrome	278098005
1564	1525	Cranio-osteoarthropathy	720753002
1567	1513	Craniodiaphyseal dysplasia	205506004
1571	1529	Craniofacial-deafness-hand syndrome	702362004
1575	1516	Non-syndromic bilambdoid and sagittal craniosynostosis	720755009
1578	1520	Craniofrontonasal dysplasia	715421009
1601	1527	Craniosynostosis, Philadelphia type	720818003
1602	1225	Baller-Gerold syndrome	77608001
1605	1528	Craniotelencephalic dysplasia	715422002
1608	52503	X-linked creatine transporter deficiency	698290008
1611	1545	Crisponi syndrome	725097006
1613	891	Familial exudative vitreoretinopathy	232063007
1614	1380	Cataract-nephropathy-encephalopathy syndrome	722381004
1617	2935	Crossed polysyndactyly	770409009
1620	1302	Cryptogenic organizing pneumonia	719218000
1626	1552	Currarino syndrome	413936007
1638	357058	Autosomal recessive cutis laxa type 2A	784381008
1639	90348	Autosomal dominant cutis laxa	111388003
1646	3327	Thyrocerebrorenal syndrome	733096007
1654	229	Familial aortic dissection	45894003
1666	2181	Hydrocephaly-tall stature-joint laxity syndrome	732926009
1669	1566	Dandy-Walker malformation-postaxial polydactyly syndrome	733094005
1671	2091	Multinodular goiter-cystic kidney-polydactyly syndrome	723409007
1685	79500	DOORS syndrome	719800009
1686	3241	Deafness-craniofacial syndrome	716245003
1687	3220	Deafness-enamel hypoplasia-nail defects syndrome	721085000
1688	3218	Deafness-epiphyseal dysplasia-short stature syndrome	716238003
1691	90646	Deafness-hypogonadism syndrome	718714006
1695	2408	Lowe-Kohn-Cohen syndrome	766249007
1698	3230	Deafness-oligodontia syndrome	715527006
1705	3239	Deafness-vitiligo-achalasia syndrome	733069009
1722	315	Erythrokeratoderma ''en cocardes''	239062001
1727	3034	Delayed membranous cranial ossification	715524004
1804	93622	Dent disease type 1	236713006
1810	3270	Radioulnar synostosis-developmental delay-hypotonia syndrome	721883006
1813	1659	Dermatoleukodystrophy	733044009
1814	1657	Dermatoosteolysis, Kirghizian type	721090002
1815	79149	Dermochondrocorneal dystrophy	254150007
1816	1660	Dermoodontodysplasia	721091003
1818	1425	Desbuquois syndrome	254099008
1820	873	Desmoid tumor	725049005
1823	1799	Familial developmental dysphasia	721220004
1827	1666	Dextrocardia	1163259003
1839	99886	Transient neonatal diabetes mellitus	237603002
1850	37042	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	724276006
1851	1671	Split cord malformation type I	1162826002
1861	2123	Diffuse neonatal hemangiomatosis	254782003
1862	2337	Non-epidermolytic palmoplantar keratoderma	716105001
1872	227	Diphallia	253851000
1876	1681	Diprosopus	62192003
1883	345	Dissecting cellulitis of the scalp	77333008
1887	600	Vocal cord and pharyngeal distal myopathy	702383005
1899	2143	Donnai-Barrow syndrome	702418009
1902	101150	Autosomal recessive dopa-responsive dystonia	715827001
1903	230	Dopamine beta-hydroxylase deficiency	237923004
1908	3426	Double outlet right ventricle	7484005
1910	3411	Double uterus-hemivagina-renal agenesis syndrome	722431007
1912	75376	Familial drusen	193411004
1917	1656	Dermatitis herpetiformis	111196000
1975	237	Duplication of urethra	69015003
1993	2274	Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	403779009
1994	1765	Dyschondrosteosis-nephritis syndrome	722433005
1996	241	Dyschromatosis universalis hereditaria	239082002
1998	1766	Dysequilibrium syndrome	230782004
2002	98870	Congenital dyserythropoietic anemia type III	26409005
2009	1779	Dysmorphism-cleft palate-loose skin syndrome	763278004
2012	1782	Dysosteosclerosis	254123002
2016	1798	Dysostosis, Stanescu type	254124008
2019	1822	Dysplasia epiphysealis hemimelica	205480005
2022	2204	Dysplastic cortical hyperostosis	783165001
2026	1865	Dyssegmental dysplasia, Silverman-Handmaker type	765204000
2027	256	Early-onset generalized limb-onset dystonia	22451001
2028	99657	Primary dystonia, DYT2 type	715777007
2033	2554	Ear-patella-short stature syndrome	703508009
2035	319218	Ebola hemorrhagic fever	37109004
2044	1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	239032007
2045	1806	Ectodermal dysplasia-blindness syndrome	721208007
2049	1882	Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	239050000
2055	1818	Ectodermal dysplasia, trichoodontoonychial type	734018003
2056	189	Hidrotic ectodermal dysplasia	54209007
2057	248	Autosomal recessive hypohidrotic ectodermal dysplasia	27025001
2068	1892	Ectrodactyly-polydactyly syndrome	771177009
2074	1895	Edinburgh malformation syndrome	771178004
2076	1896	EEC syndrome	39788007
2078	1897	EEM syndrome	720856002
2081	285	Hypermobile Ehlers-Danlos syndrome	30652003
2082	286	Vascular Ehlers-Danlos syndrome	17025000
2083	536545	Kyphoscoliotic Ehlers-Danlos syndrome	718211004
2084	1899	Arthrochalasia Ehlers-Danlos syndrome	55711009
2088	287	Classical Ehlers-Danlos syndrome	715318006
2089	1901	Dermatosparaxis Ehlers-Danlos syndrome	1237225007
2096	221054	Acrocephalopolydactyly	720417003
2098	2516	Microcephaly-cardiac defect-lung malsegmentation syndrome	719379001
2104	1928	Congenital lobar emphysema	66987001
2108	2396	Encephalocraniocutaneous lipomatosis	238905009
2113	1261	Bonnemann-Meinecke-Reich syndrome	733049004
2123	1937	Eng-Strom syndrome	726734001
2137	257	Epidermolysis bullosa simplex with muscular dystrophy	723308003
2139	231568	Autosomal dominant generalized dystrophic epidermolysis bullosa	1231284001
2141	79396	Autosomal dominant generalized epidermolysis bullosa simplex, severe form	254179000
2143	79405	Junctional epidermolysis bullosa inversa	254192002
2146	79400	Localized epidermolysis bullosa simplex	294705005
2147	79399	Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form	90496008
2148	79401	PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement	398071000
2153	79404	Severe generalized junctional epidermolysis bullosa	400140006
2155	79410	Localized dystrophic epidermolysis bullosa, pretibial form	67653003
2162	1941	Juvenile absence epilepsy	230413002
2167	263516	Progressive myoclonic epilepsy type 3	783064000
2168	1951	Epilepsy-telangiectasia syndrome	733032006
2169	1942	Myoclonic-astatic epilepsy	230421008
2170	25968	Benign occipital epilepsy	770623004
2178	1825	Epiphyseal dysplasia-hearing loss-dysmorphism syndrome	766870005
2180	93308	Multiple epiphyseal dysplasia type 1	715673002
2188	222	Erosive pustular dermatosis of the scalp	238733003
2192	1954	Congenital lethal erythroderma	722391005
2195	2405	Thickened earlobes-conductive deafness syndrome	722476007
2198	51188	Ethylmalonic encephalopathy	723307008
2202	1962	Exostoses-anetodermia-brachydactyly type E syndrome	733416004
2207	322	Exstrophy-epispadias complex	1230270001
2213	1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome	771179007
2222	1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome	733417008
2230	1973	Faciocardiorenal syndrome	723333000
2237	326	Congenital factor V deficiency	88776002
2238	327	Congenital factor VII deficiency	40855001
2245	3303	Tetralogy of Fallot	86299006
2249	91387	Familial thoracic aortic aneurysm and aortic dissection	764965000
2254	922	Familial nasal acilia	763532008
2257	101046	Autosomal dominant epilepsy with auditory features	784377008
2268	2088	Fanconi-Bickel syndrome	61598006
2276	2064	Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome	724064004
2279	1192	Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome	720519003
2285	1986	Gollop-Wolfgang complex	716006003
2286	2019	Femur-fibula-ulna complex	1230098009
2287	1184	Ataxia-photosensitivity-short stature syndrome	773769008
2294	1908	Aminopterin/methotrexate embryofetopathy	65986000
2295	853	Fetal and neonatal alloimmune thrombocytopenia	240305000
2303	1909	Indomethacin embryofetopathy	715430001
2304	1910	Fetal iodine syndrome	718228001
2308	1918	Fetal minoxidil syndrome	254251003
2313	3312	Thalidomide embryopathy	36193003
2321	2021	Fibrochondrogenesis	17144009
2322	122	Birt-Hogg-Dubé syndrome	1263460007
2324	2026	Gingival fibromatosis-hypertrichosis syndrome	716008002
2331	1118	Fibular aplasia-ectrodactyly syndrome	720952001
2336	1658	Absence of fingerprints-congenital milia syndrome	719595002
2339	85448	AGel amyloidosis	783160006
2342	2820	Spastic paraplegia-nephritis-deafness syndrome	733089005
2344	2824	Paraplegia-intellectual disability-hyperkeratosis syndrome	722209002
2346	2045	FLOTCH syndrome	774065001
2347	2047	Flynn-Aird syndrome	239056006
2351	2048	Foix-Chavany-Marie syndrome	720956003
2356	545	Follicular lymphoma	308121000
2362	3238	Cardiospondylocarpofacial syndrome	720612000
2365	2795	Fowler urethral sphincter dysfunction syndrome	700242002
2375	347	Frasier syndrome	445431000
2378	100973	FRAXE intellectual disability	716709002
2390	1791	Frontofacionasal dysplasia	716022002
2397	2141	Diaphragmatic defect-limb deficiency-skull defect syndrome	721095007
2400	348	Fructose-1,6-bisphosphatase deficiency	28183005
2408	2497	Upper limb mesomelic dysplasia	1010609002
2409	2058	Fryns-Smeets-Thiry syndrome	1208344000
2417	2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	237611007
2419	2287	Fused mandibular incisors	707796002
